mode,width,seed,first,second,joint_evaluations
equal-evaluations,2,1111222233334444,3,14,1466
equal-evaluations,2,1111222233334444,3,15,734
equal-evaluations,2,1111222233334444,3,16,1466
equal-evaluations,2,1111222233334444,4,5,1466
equal-evaluations,2,1111222233334444,4,6,1466
equal-evaluations,2,1111222233334444,4,7,733
equal-evaluations,2,1111222233334444,4,8,733
equal-evaluations,2,1111222233334444,4,9,733
equal-evaluations,2,1111222233334444,4,10,1466
equal-evaluations,2,1111222233334444,4,11,733
equal-evaluations,2,1111222233334444,4,12,1466
equal-evaluations,2,1111222233334444,4,13,733
equal-evaluations,2,1111222233334444,4,14,733
equal-evaluations,2,1111222233334444,4,15,1467
equal-evaluations,2,1111222233334444,4,16,733
equal-evaluations,2,1111222233334444,5,6,733
equal-evaluations,2,1111222233334444,5,7,734
equal-evaluations,2,1111222233334444,5,8,733
equal-evaluations,2,1111222233334444,5,9,1466
equal-evaluations,2,1111222233334444,5,10,733
equal-evaluations,2,1111222233334444,5,11,733
equal-evaluations,2,1111222233334444,5,12,733
equal-evaluations,2,1111222233334444,5,13,733
equal-evaluations,2,1111222233334444,5,14,733
equal-evaluations,2,1111222233334444,5,15,733
equal-evaluations,2,1111222233334444,5,16,733
equal-evaluations,2,1111222233334444,6,7,733
equal-evaluations,2,1111222233334444,6,8,733
equal-evaluations,2,1111222233334444,6,9,733
equal-evaluations,2,1111222233334444,6,10,733
equal-evaluations,2,1111222233334444,6,11,1466
equal-evaluations,2,1111222233334444,6,12,733
equal-evaluations,2,1111222233334444,6,13,734
equal-evaluations,2,1111222233334444,6,14,734
equal-evaluations,2,1111222233334444,6,15,733
equal-evaluations,2,1111222233334444,6,16,2199
equal-evaluations,2,1111222233334444,7,8,733
equal-evaluations,2,1111222233334444,7,9,733
equal-evaluations,2,1111222233334444,7,10,733
equal-evaluations,2,1111222233334444,7,11,733
equal-evaluations,2,1111222233334444,7,12,1466
equal-evaluations,2,1111222233334444,7,13,734
equal-evaluations,2,1111222233334444,7,14,733
equal-evaluations,2,1111222233334444,7,15,733
equal-evaluations,2,1111222233334444,7,16,733
equal-evaluations,2,1111222233334444,8,9,1466
equal-evaluations,2,1111222233334444,8,10,733
equal-evaluations,2,1111222233334444,8,11,734
equal-evaluations,2,1111222233334444,8,12,733
equal-evaluations,2,1111222233334444,8,13,733
equal-evaluations,2,1111222233334444,8,14,2199
equal-evaluations,2,1111222233334444,8,15,733
equal-evaluations,2,1111222233334444,8,16,733
equal-evaluations,2,1111222233334444,9,10,1466
equal-evaluations,2,1111222233334444,9,11,1466
equal-evaluations,2,1111222233334444,9,12,733
equal-evaluations,2,1111222233334444,9,13,733
equal-evaluations,2,1111222233334444,9,14,733
equal-evaluations,2,1111222233334444,9,15,733
equal-evaluations,2,1111222233334444,9,16,733
equal-evaluations,2,1111222233334444,10,11,733
equal-evaluations,2,1111222233334444,10,12,734
equal-evaluations,2,1111222233334444,10,13,2199
equal-evaluations,2,1111222233334444,10,14,1466
equal-evaluations,2,1111222233334444,10,15,733
equal-evaluations,2,1111222233334444,10,16,734
equal-evaluations,2,1111222233334444,11,12,733
equal-evaluations,2,1111222233334444,11,13,733
equal-evaluations,2,1111222233334444,11,14,733
equal-evaluations,2,1111222233334444,11,15,733
equal-evaluations,2,1111222233334444,11,16,1466
equal-evaluations,2,1111222233334444,12,13,733
equal-evaluations,2,1111222233334444,12,14,733
equal-evaluations,2,1111222233334444,12,15,2199
equal-evaluations,2,1111222233334444,12,16,733
equal-evaluations,2,1111222233334444,13,14,1466
equal-evaluations,2,1111222233334444,13,15,733
equal-evaluations,2,1111222233334444,13,16,1466
equal-evaluations,2,1111222233334444,14,15,733
equal-evaluations,2,1111222233334444,14,16,734
equal-evaluations,2,1111222233334444,15,16,733
equal-evaluations,3,2b7e151628aed2a6,0,1,518
equal-evaluations,3,2b7e151628aed2a6,0,2,345
equal-evaluations,3,2b7e151628aed2a6,0,3,517
equal-evaluations,3,2b7e151628aed2a6,0,4,517
equal-evaluations,3,2b7e151628aed2a6,0,5,173
equal-evaluations,3,2b7e151628aed2a6,0,6,173
equal-evaluations,3,2b7e151628aed2a6,0,7,172
equal-evaluations,3,2b7e151628aed2a6,0,8,173
equal-evaluations,3,2b7e151628aed2a6,0,9,345
equal-evaluations,3,2b7e151628aed2a6,0,10,172
equal-evaluations,3,2b7e151628aed2a6,0,11,172
equal-evaluations,3,2b7e151628aed2a6,0,12,172
equal-evaluations,3,2b7e151628aed2a6,0,13,172
equal-evaluations,3,2b7e151628aed2a6,0,14,517
equal-evaluations,3,2b7e151628aed2a6,0,15,173
equal-evaluations,3,2b7e151628aed2a6,0,16,172
equal-evaluations,3,2b7e151628aed2a6,1,2,344
equal-evaluations,3,2b7e151628aed2a6,1,3,345
equal-evaluations,3,2b7e151628aed2a6,1,4,173
equal-evaluations,3,2b7e151628aed2a6,1,5,173
equal-evaluations,3,2b7e151628aed2a6,1,6,517
equal-evaluations,3,2b7e151628aed2a6,1,7,172
equal-evaluations,3,2b7e151628aed2a6,1,8,172
equal-evaluations,3,2b7e151628aed2a6,1,9,173
equal-evaluations,3,2b7e151628aed2a6,1,10,344
equal-evaluations,3,2b7e151628aed2a6,1,11,344
equal-evaluations,3,2b7e151628aed2a6,1,12,173
equal-evaluations,3,2b7e151628aed2a6,1,13,173
equal-evaluations,3,2b7e151628aed2a6,1,14,345
equal-evaluations,3,2b7e151628aed2a6,1,15,172
equal-evaluations,3,2b7e151628aed2a6,1,16,345
equal-evaluations,3,2b7e151628aed2a6,2,3,172
equal-evaluations,3,2b7e151628aed2a6,2,4,172
equal-evaluations,3,2b7e151628aed2a6,2,5,173
equal-evaluations,3,2b7e151628aed2a6,2,6,172
equal-evaluations,3,2b7e151628aed2a6,2,7,173
equal-evaluations,3,2b7e151628aed2a6,2,8,344
equal-evaluations,3,2b7e151628aed2a6,2,9,173
equal-evaluations,3,2b7e151628aed2a6,2,10,345
equal-evaluations,3,2b7e151628aed2a6,2,11,517
equal-evaluations,3,2b7e151628aed2a6,2,12,517
equal-evaluations,3,2b7e151628aed2a6,2,13,517
equal-evaluations,3,2b7e151628aed2a6,2,14,173
equal-evaluations,3,2b7e151628aed2a6,2,15,346
equal-evaluations,3,2b7e151628aed2a6,2,16,173
equal-evaluations,3,2b7e151628aed2a6,3,4,173
equal-evaluations,3,2b7e151628aed2a6,3,5,172
equal-evaluations,3,2b7e151628aed2a6,3,6,345
equal-evaluations,3,2b7e151628aed2a6,3,7,173
equal-evaluations,3,2b7e151628aed2a6,3,8,690
equal-evaluations,3,2b7e151628aed2a6,3,9,345
equal-evaluations,3,2b7e151628aed2a6,3,10,173
equal-evaluations,3,2b7e151628aed2a6,3,11,345
equal-evaluations,3,2b7e151628aed2a6,3,12,172
equal-evaluations,3,2b7e151628aed2a6,3,13,345
equal-evaluations,3,2b7e151628aed2a6,3,14,172
equal-evaluations,3,2b7e151628aed2a6,3,15,344
equal-evaluations,3,2b7e151628aed2a6,3,16,345
equal-evaluations,3,2b7e151628aed2a6,4,5,345
equal-evaluations,3,2b7e151628aed2a6,4,6,345
equal-evaluations,3,2b7e151628aed2a6,4,7,345
equal-evaluations,3,2b7e151628aed2a6,4,8,173
equal-evaluations,3,2b7e151628aed2a6,4,9,345
equal-evaluations,3,2b7e151628aed2a6,4,10,516
equal-evaluations,3,2b7e151628aed2a6,4,11,172
equal-evaluations,3,2b7e151628aed2a6,4,12,173
equal-evaluations,3,2b7e151628aed2a6,4,13,344
equal-evaluations,3,2b7e151628aed2a6,4,14,345
equal-evaluations,3,2b7e151628aed2a6,4,15,173
equal-evaluations,3,2b7e151628aed2a6,4,16,173
equal-evaluations,3,2b7e151628aed2a6,5,6,344
equal-evaluations,3,2b7e151628aed2a6,5,7,345
equal-evaluations,3,2b7e151628aed2a6,5,8,346
equal-evaluations,3,2b7e151628aed2a6,5,9,517
equal-evaluations,3,2b7e151628aed2a6,5,10,173
equal-evaluations,3,2b7e151628aed2a6,5,11,173
equal-evaluations,3,2b7e151628aed2a6,5,12,344
equal-evaluations,3,2b7e151628aed2a6,5,13,344
equal-evaluations,3,2b7e151628aed2a6,5,14,172
equal-evaluations,3,2b7e151628aed2a6,5,15,517
equal-evaluations,3,2b7e151628aed2a6,5,16,173
equal-evaluations,3,2b7e151628aed2a6,6,7,172
equal-evaluations,3,2b7e151628aed2a6,6,8,173
equal-evaluations,3,2b7e151628aed2a6,6,9,345
equal-evaluations,3,2b7e151628aed2a6,6,10,345
equal-evaluations,3,2b7e151628aed2a6,6,11,172
equal-evaluations,3,2b7e151628aed2a6,6,12,173
equal-evaluations,3,2b7e151628aed2a6,6,13,172
equal-evaluations,3,2b7e151628aed2a6,6,14,172
equal-evaluations,3,2b7e151628aed2a6,6,15,172
equal-evaluations,3,2b7e151628aed2a6,6,16,173
equal-evaluations,3,2b7e151628aed2a6,7,8,344
equal-evaluations,3,2b7e151628aed2a6,7,9,172
equal-evaluations,3,2b7e151628aed2a6,7,10,173
equal-evaluations,3,2b7e151628aed2a6,7,11,517
equal-evaluations,3,2b7e151628aed2a6,7,12,344
equal-evaluations,3,2b7e151628aed2a6,7,13,345
equal-evaluations,3,2b7e151628aed2a6,7,14,173
equal-evaluations,3,2b7e151628aed2a6,7,15,518
equal-evaluations,3,2b7e151628aed2a6,7,16,345
equal-evaluations,3,2b7e151628aed2a6,8,9,345
equal-evaluations,3,2b7e151628aed2a6,8,10,173
equal-evaluations,3,2b7e151628aed2a6,8,11,172
equal-evaluations,3,2b7e151628aed2a6,8,12,345
equal-evaluations,3,2b7e151628aed2a6,8,13,173
equal-evaluations,3,2b7e151628aed2a6,8,14,344
equal-evaluations,3,2b7e151628aed2a6,8,15,345
equal-evaluations,3,2b7e151628aed2a6,8,16,516
equal-evaluations,3,2b7e151628aed2a6,9,10,689
equal-evaluations,3,2b7e151628aed2a6,9,11,173
equal-evaluations,3,2b7e151628aed2a6,9,12,172
equal-evaluations,3,2b7e151628aed2a6,9,13,172
equal-evaluations,3,2b7e151628aed2a6,9,14,345
equal-evaluations,3,2b7e151628aed2a6,9,15,345
equal-evaluations,3,2b7e151628aed2a6,9,16,172
equal-evaluations,3,2b7e151628aed2a6,10,11,345
equal-evaluations,3,2b7e151628aed2a6,10,12,172
equal-evaluations,3,2b7e151628aed2a6,10,13,346
equal-evaluations,3,2b7e151628aed2a6,10,14,345
equal-evaluations,3,2b7e151628aed2a6,10,15,172
equal-evaluations,3,2b7e151628aed2a6,10,16,345
equal-evaluations,3,2b7e151628aed2a6,11,12,173
equal-evaluations,3,2b7e151628aed2a6,11,13,172
equal-evaluations,3,2b7e151628aed2a6,11,14,173
equal-evaluations,3,2b7e151628aed2a6,11,15,345
equal-evaluations,3,2b7e151628aed2a6,11,16,345
equal-evaluations,3,2b7e151628aed2a6,12,13,345
equal-evaluations,3,2b7e151628aed2a6,12,14,346
equal-evaluations,3,2b7e151628aed2a6,12,15,344
equal-evaluations,3,2b7e151628aed2a6,12,16,173
equal-evaluations,3,2b7e151628aed2a6,13,14,345
equal-evaluations,3,2b7e151628aed2a6,13,15,345
equal-evaluations,3,2b7e151628aed2a6,13,16,345
equal-evaluations,3,2b7e151628aed2a6,14,15,173
equal-evaluations,3,2b7e151628aed2a6,14,16,344
equal-evaluations,3,2b7e151628aed2a6,15,16,344
equal-evaluations,3,77a19d3c4e280b51,0,1,201
equal-evaluations,3,77a19d3c4e280b51,0,2,202
equal-evaluations,3,77a19d3c4e280b51,0,3,603
equal-evaluations,3,77a19d3c4e280b51,0,4,202
equal-evaluations,3,77a19d3c4e280b51,0,5,403
equal-evaluations,3,77a19d3c4e280b51,0,6,402
equal-evaluations,3,77a19d3c4e280b51,0,7,403
equal-evaluations,3,77a19d3c4e280b51,0,8,201
equal-evaluations,3,77a19d3c4e280b51,0,9,402
equal-evaluations,3,77a19d3c4e280b51,0,10,201
equal-evaluations,3,77a19d3c4e280b51,0,11,201
equal-evaluations,3,77a19d3c4e280b51,0,12,202
equal-evaluations,3,77a19d3c4e280b51,0,13,403
equal-evaluations,3,77a19d3c4e280b51,0,14,201
equal-evaluations,3,77a19d3c4e280b51,0,15,403
equal-evaluations,3,77a19d3c4e280b51,0,16,604
equal-evaluations,3,77a19d3c4e280b51,1,2,402
equal-evaluations,3,77a19d3c4e280b51,1,3,402
equal-evaluations,3,77a19d3c4e280b51,1,4,402
equal-evaluations,3,77a19d3c4e280b51,1,5,202
equal-evaluations,3,77a19d3c4e280b51,1,6,603
equal-evaluations,3,77a19d3c4e280b51,1,7,201
equal-evaluations,3,77a19d3c4e280b51,1,8,202
equal-evaluations,3,77a19d3c4e280b51,1,9,403
equal-evaluations,3,77a19d3c4e280b51,1,10,201
equal-evaluations,3,77a19d3c4e280b51,1,11,201
equal-evaluations,3,77a19d3c4e280b51,1,12,402
equal-evaluations,3,77a19d3c4e280b51,1,13,403
equal-evaluations,3,77a19d3c4e280b51,1,14,202
equal-evaluations,3,77a19d3c4e280b51,1,15,604
equal-evaluations,3,77a19d3c4e280b51,1,16,202
equal-evaluations,3,77a19d3c4e280b51,2,3,403
equal-evaluations,3,77a19d3c4e280b51,2,4,201
equal-evaluations,3,77a19d3c4e280b51,2,5,202
equal-evaluations,3,77a19d3c4e280b51,2,6,202
equal-evaluations,3,77a19d3c4e280b51,2,7,604
equal-evaluations,3,77a19d3c4e280b51,2,8,201
equal-evaluations,3,77a19d3c4e280b51,2,9,201
equal-evaluations,3,77a19d3c4e280b51,2,10,805
equal-evaluations,3,77a19d3c4e280b51,2,11,201
equal-evaluations,3,77a19d3c4e280b51,2,12,403
equal-evaluations,3,77a19d3c4e280b51,2,13,402
equal-evaluations,3,77a19d3c4e280b51,2,14,201
equal-evaluations,3,77a19d3c4e280b51,2,15,201
equal-evaluations,3,77a19d3c4e280b51,2,16,403
equal-evaluations,3,77a19d3c4e280b51,3,4,805
equal-evaluations,3,77a19d3c4e280b51,3,5,201
equal-evaluations,3,77a19d3c4e280b51,3,6,604
equal-evaluations,3,77a19d3c4e280b51,3,7,202
equal-evaluations,3,77a19d3c4e280b51,3,8,201
equal-evaluations,3,77a19d3c4e280b51,3,9,201
equal-evaluations,3,77a19d3c4e280b51,3,10,201
equal-evaluations,3,77a19d3c4e280b51,3,11,403
equal-evaluations,3,77a19d3c4e280b51,3,12,402
equal-evaluations,3,77a19d3c4e280b51,3,13,202
equal-evaluations,3,77a19d3c4e280b51,3,14,202
equal-evaluations,3,77a19d3c4e280b51,3,15,402
equal-evaluations,3,77a19d3c4e280b51,3,16,202
equal-evaluations,3,77a19d3c4e280b51,4,5,603
equal-evaluations,3,77a19d3c4e280b51,4,6,403
equal-evaluations,3,77a19d3c4e280b51,4,7,403
equal-evaluations,3,77a19d3c4e280b51,4,8,202
equal-evaluations,3,77a19d3c4e280b51,4,9,201
equal-evaluations,3,77a19d3c4e280b51,4,10,202
equal-evaluations,3,77a19d3c4e280b51,4,11,201
equal-evaluations,3,77a19d3c4e280b51,4,12,402
equal-evaluations,3,77a19d3c4e280b51,4,13,202
equal-evaluations,3,77a19d3c4e280b51,4,14,201
equal-evaluations,3,77a19d3c4e280b51,4,15,201
equal-evaluations,3,77a19d3c4e280b51,4,16,201
equal-evaluations,3,77a19d3c4e280b51,5,6,202
equal-evaluations,3,77a19d3c4e280b51,5,7,603
equal-evaluations,3,77a19d3c4e280b51,5,8,202
equal-evaluations,3,77a19d3c4e280b51,5,9,201
equal-evaluations,3,77a19d3c4e280b51,5,10,402
equal-evaluations,3,77a19d3c4e280b51,5,11,402
equal-evaluations,3,77a19d3c4e280b51,5,12,202
equal-evaluations,3,77a19d3c4e280b51,5,13,201
equal-evaluations,3,77a19d3c4e280b51,5,14,403
equal-evaluations,3,77a19d3c4e280b51,5,15,403
equal-evaluations,3,77a19d3c4e280b51,5,16,201
equal-evaluations,3,77a19d3c4e280b51,6,7,201
equal-evaluations,3,77a19d3c4e280b51,6,8,202
equal-evaluations,3,77a19d3c4e280b51,6,9,402
equal-evaluations,3,77a19d3c4e280b51,6,10,403
equal-evaluations,3,77a19d3c4e280b51,6,11,402
equal-evaluations,3,77a19d3c4e280b51,6,12,402
equal-evaluations,3,77a19d3c4e280b51,6,13,403
equal-evaluations,3,77a19d3c4e280b51,6,14,201
equal-evaluations,3,77a19d3c4e280b51,6,15,201
equal-evaluations,3,77a19d3c4e280b51,6,16,202
equal-evaluations,3,77a19d3c4e280b51,7,8,403
equal-evaluations,3,77a19d3c4e280b51,7,9,202
equal-evaluations,3,77a19d3c4e280b51,7,10,201
equal-evaluations,3,77a19d3c4e280b51,7,11,404
equal-evaluations,3,77a19d3c4e280b51,7,12,201
equal-evaluations,3,77a19d3c4e280b51,7,13,402
equal-evaluations,3,77a19d3c4e280b51,7,14,201
equal-evaluations,3,77a19d3c4e280b51,7,15,402
equal-evaluations,3,77a19d3c4e280b51,7,16,402
equal-evaluations,3,77a19d3c4e280b51,8,9,402
equal-evaluations,3,77a19d3c4e280b51,8,10,201
equal-evaluations,3,77a19d3c4e280b51,8,11,402
equal-evaluations,3,77a19d3c4e280b51,8,12,805
equal-evaluations,3,77a19d3c4e280b51,8,13,603
equal-evaluations,3,77a19d3c4e280b51,8,14,402
equal-evaluations,3,77a19d3c4e280b51,8,15,403
equal-evaluations,3,77a19d3c4e280b51,8,16,403
equal-evaluations,3,77a19d3c4e280b51,9,10,403
equal-evaluations,3,77a19d3c4e280b51,9,11,403
equal-evaluations,3,77a19d3c4e280b51,9,12,201
equal-evaluations,3,77a19d3c4e280b51,9,13,201
equal-evaluations,3,77a19d3c4e280b51,9,14,403
equal-evaluations,3,77a19d3c4e280b51,9,15,403
equal-evaluations,3,77a19d3c4e280b51,9,16,402
equal-evaluations,3,77a19d3c4e280b51,10,11,201
equal-evaluations,3,77a19d3c4e280b51,10,12,202
equal-evaluations,3,77a19d3c4e280b51,10,13,403
equal-evaluations,3,77a19d3c4e280b51,10,14,604
equal-evaluations,3,77a19d3c4e280b51,10,15,201
equal-evaluations,3,77a19d3c4e280b51,10,16,603
equal-evaluations,3,77a19d3c4e280b51,11,12,805
equal-evaluations,3,77a19d3c4e280b51,11,13,201
equal-evaluations,3,77a19d3c4e280b51,11,14,202
equal-evaluations,3,77a19d3c4e280b51,11,15,202
equal-evaluations,3,77a19d3c4e280b51,11,16,402
equal-evaluations,3,77a19d3c4e280b51,12,13,201
equal-evaluations,3,77a19d3c4e280b51,12,14,403
equal-evaluations,3,77a19d3c4e280b51,12,15,201
equal-evaluations,3,77a19d3c4e280b51,12,16,202
equal-evaluations,3,77a19d3c4e280b51,13,14,604
equal-evaluations,3,77a19d3c4e280b51,13,15,201
equal-evaluations,3,77a19d3c4e280b51,13,16,604
equal-evaluations,3,77a19d3c4e280b51,14,15,402
equal-evaluations,3,77a19d3c4e280b51,14,16,201
equal-evaluations,3,77a19d3c4e280b51,15,16,201
equal-evaluations,3,1111222233334444,0,1,162
equal-evaluations,3,1111222233334444,0,2,324
equal-evaluations,3,1111222233334444,0,3,162
equal-evaluations,3,1111222233334444,0,4,163
equal-evaluations,3,1111222233334444,0,5,162
equal-evaluations,3,1111222233334444,0,6,324
equal-evaluations,3,1111222233334444,0,7,324
equal-evaluations,3,1111222233334444,0,8,162
equal-evaluations,3,1111222233334444,0,9,324
equal-evaluations,3,1111222233334444,0,10,162
equal-evaluations,3,1111222233334444,0,11,325
equal-evaluations,3,1111222233334444,0,12,162
equal-evaluations,3,1111222233334444,0,13,162
equal-evaluations,3,1111222233334444,0,14,324
equal-evaluations,3,1111222233334444,0,15,324
equal-evaluations,3,1111222233334444,0,16,162
equal-evaluations,3,1111222233334444,1,2,486
equal-evaluations,3,1111222233334444,1,3,162
equal-evaluations,3,1111222233334444,1,4,324
equal-evaluations,3,1111222233334444,1,5,324
equal-evaluations,3,1111222233334444,1,6,162
equal-evaluations,3,1111222233334444,1,7,325
equal-evaluations,3,1111222233334444,1,8,648
equal-evaluations,3,1111222233334444,1,9,324
equal-evaluations,3,1111222233334444,1,10,162
equal-evaluations,3,1111222233334444,1,11,162
equal-evaluations,3,1111222233334444,1,12,163
equal-evaluations,3,1111222233334444,1,13,162
equal-evaluations,3,1111222233334444,1,14,162
equal-evaluations,3,1111222233334444,1,15,162
equal-evaluations,3,1111222233334444,1,16,162
equal-evaluations,3,1111222233334444,2,3,162
equal-evaluations,3,1111222233334444,2,4,324
equal-evaluations,3,1111222233334444,2,5,163
equal-evaluations,3,1111222233334444,2,6,324
equal-evaluations,3,1111222233334444,2,7,324
equal-evaluations,3,1111222233334444,2,8,324
equal-evaluations,3,1111222233334444,2,9,162
equal-evaluations,3,1111222233334444,2,10,324
equal-evaluations,3,1111222233334444,2,11,162
equal-evaluations,3,1111222233334444,2,12,162
equal-evaluations,3,1111222233334444,2,13,162
equal-evaluations,3,1111222233334444,2,14,163
equal-evaluations,3,1111222233334444,2,15,162
equal-evaluations,3,1111222233334444,2,16,162
equal-evaluations,3,1111222233334444,3,4,486
equal-evaluations,3,1111222233334444,3,5,162
equal-evaluations,3,1111222233334444,3,6,324
equal-evaluations,3,1111222233334444,3,7,162
equal-evaluations,3,1111222233334444,3,8,324
equal-evaluations,3,1111222233334444,3,9,162
equal-evaluations,3,1111222233334444,3,10,162
equal-evaluations,3,1111222233334444,3,11,486
equal-evaluations,3,1111222233334444,3,12,162
equal-evaluations,3,1111222233334444,3,13,163
equal-evaluations,3,1111222233334444,3,14,324
equal-evaluations,3,1111222233334444,3,15,487
equal-evaluations,3,1111222233334444,3,16,162
equal-evaluations,3,1111222233334444,4,5,486
equal-evaluations,3,1111222233334444,4,6,162
equal-evaluations,3,1111222233334444,4,7,324
equal-evaluations,3,1111222233334444,4,8,162
equal-evaluations,3,1111222233334444,4,9,324
equal-evaluations,3,1111222233334444,4,10,324
equal-evaluations,3,1111222233334444,4,11,163
equal-evaluations,3,1111222233334444,4,12,162
equal-evaluations,3,1111222233334444,4,13,162
equal-evaluations,3,1111222233334444,4,14,162
equal-evaluations,3,1111222233334444,4,15,324
equal-evaluations,3,1111222233334444,4,16,162
equal-evaluations,3,1111222233334444,5,6,162
equal-evaluations,3,1111222233334444,5,7,162
equal-evaluations,3,1111222233334444,5,8,486
equal-evaluations,3,1111222233334444,5,9,162
equal-evaluations,3,1111222233334444,5,10,162
equal-evaluations,3,1111222233334444,5,11,324
equal-evaluations,3,1111222233334444,5,12,162
equal-evaluations,3,1111222233334444,5,13,486
equal-evaluations,3,1111222233334444,5,14,325
equal-evaluations,3,1111222233334444,5,15,162
equal-evaluations,3,1111222233334444,5,16,162
equal-evaluations,3,1111222233334444,6,7,162
equal-evaluations,3,1111222233334444,6,8,324
equal-evaluations,3,1111222233334444,6,9,163
equal-evaluations,3,1111222233334444,6,10,324
equal-evaluations,3,1111222233334444,6,11,162
equal-evaluations,3,1111222233334444,6,12,162
equal-evaluations,3,1111222233334444,6,13,324
equal-evaluations,3,1111222233334444,6,14,324
equal-evaluations,3,1111222233334444,6,15,324
equal-evaluations,3,1111222233334444,6,16,162
equal-evaluations,3,1111222233334444,7,8,162
equal-evaluations,3,1111222233334444,7,9,162
equal-evaluations,3,1111222233334444,7,10,162
equal-evaluations,3,1111222233334444,7,11,162
equal-evaluations,3,1111222233334444,7,12,487
equal-evaluations,3,1111222233334444,7,13,324
equal-evaluations,3,1111222233334444,7,14,162
equal-evaluations,3,1111222233334444,7,15,162
equal-evaluations,3,1111222233334444,7,16,486
equal-evaluations,3,1111222233334444,8,9,162
equal-evaluations,3,1111222233334444,8,10,163
equal-evaluations,3,1111222233334444,8,11,162
equal-evaluations,3,1111222233334444,8,12,162
equal-evaluations,3,1111222233334444,8,13,162
equal-evaluations,3,1111222233334444,8,14,162
equal-evaluations,3,1111222233334444,8,15,162
equal-evaluations,3,1111222233334444,8,16,325
equal-evaluations,3,1111222233334444,9,10,324
equal-evaluations,3,1111222233334444,9,11,324
equal-evaluations,3,1111222233334444,9,12,162
equal-evaluations,3,1111222233334444,9,13,162
equal-evaluations,3,1111222233334444,9,14,324
equal-evaluations,3,1111222233334444,9,15,162
equal-evaluations,3,1111222233334444,9,16,324
equal-evaluations,3,1111222233334444,10,11,324
equal-evaluations,3,1111222233334444,10,12,162
equal-evaluations,3,1111222233334444,10,13,324
equal-evaluations,3,1111222233334444,10,14,324
equal-evaluations,3,1111222233334444,10,15,324
equal-evaluations,3,1111222233334444,10,16,487
equal-evaluations,3,1111222233334444,11,12,162
equal-evaluations,3,1111222233334444,11,13,324
equal-evaluations,3,1111222233334444,11,14,162
equal-evaluations,3,1111222233334444,11,15,324
equal-evaluations,3,1111222233334444,11,16,162
equal-evaluations,3,1111222233334444,12,13,162
equal-evaluations,3,1111222233334444,12,14,324
equal-evaluations,3,1111222233334444,12,15,324
equal-evaluations,3,1111222233334444,12,16,324
equal-evaluations,3,1111222233334444,13,14,324
equal-evaluations,3,1111222233334444,13,15,163
equal-evaluations,3,1111222233334444,13,16,324
equal-evaluations,3,1111222233334444,14,15,162
equal-evaluations,3,1111222233334444,14,16,324
equal-evaluations,3,1111222233334444,15,16,324
equal-evaluations,4,2b7e151628aed2a6,0,1,42
equal-evaluations,4,2b7e151628aed2a6,0,2,21
equal-evaluations,4,2b7e151628aed2a6,0,3,20
equal-evaluations,4,2b7e151628aed2a6,0,4,21
equal-evaluations,4,2b7e151628aed2a6,0,5,21
equal-evaluations,4,2b7e151628aed2a6,0,6,42
equal-evaluations,4,2b7e151628aed2a6,0,7,62
equal-evaluations,4,2b7e151628aed2a6,0,8,41
equal-evaluations,4,2b7e151628aed2a6,0,9,21
equal-evaluations,4,2b7e151628aed2a6,0,10,41
equal-evaluations,4,2b7e151628aed2a6,0,11,42
equal-evaluations,4,2b7e151628aed2a6,0,12,41
equal-evaluations,4,2b7e151628aed2a6,0,13,61
equal-evaluations,4,2b7e151628aed2a6,0,14,62
equal-evaluations,4,2b7e151628aed2a6,0,15,42
equal-evaluations,4,2b7e151628aed2a6,0,16,41
equal-evaluations,4,2b7e151628aed2a6,1,2,42
equal-evaluations,4,2b7e151628aed2a6,1,3,61
equal-evaluations,4,2b7e151628aed2a6,1,4,41
equal-evaluations,4,2b7e151628aed2a6,1,5,20
equal-evaluations,4,2b7e151628aed2a6,1,6,42
equal-evaluations,4,2b7e151628aed2a6,1,7,21
equal-evaluations,4,2b7e151628aed2a6,1,8,21
equal-evaluations,4,2b7e151628aed2a6,1,9,62
equal-evaluations,4,2b7e151628aed2a6,1,10,21
equal-evaluations,4,2b7e151628aed2a6,1,11,62
equal-evaluations,4,2b7e151628aed2a6,1,12,21
equal-evaluations,4,2b7e151628aed2a6,1,13,21
equal-evaluations,4,2b7e151628aed2a6,1,14,42
equal-evaluations,4,2b7e151628aed2a6,1,15,21
equal-evaluations,4,2b7e151628aed2a6,1,16,21
equal-evaluations,4,2b7e151628aed2a6,2,3,21
equal-evaluations,4,2b7e151628aed2a6,2,4,21
equal-evaluations,4,2b7e151628aed2a6,2,5,42
equal-evaluations,4,2b7e151628aed2a6,2,6,61
equal-evaluations,4,2b7e151628aed2a6,2,7,41
equal-evaluations,4,2b7e151628aed2a6,2,8,42
equal-evaluations,4,2b7e151628aed2a6,2,9,41
equal-evaluations,4,2b7e151628aed2a6,2,10,62
equal-evaluations,4,2b7e151628aed2a6,2,11,41
equal-evaluations,4,2b7e151628aed2a6,2,12,21
equal-evaluations,4,2b7e151628aed2a6,2,13,84
equal-evaluations,4,2b7e151628aed2a6,2,14,20
equal-evaluations,4,2b7e151628aed2a6,2,15,41
equal-evaluations,4,2b7e151628aed2a6,2,16,20
equal-evaluations,4,2b7e151628aed2a6,3,4,41
equal-evaluations,4,2b7e151628aed2a6,3,5,62
equal-evaluations,4,2b7e151628aed2a6,3,6,21
