comparison_id,seed,control_slot,snapshot_commit,pair_left,pair_right,g3_program_left,g3_program_right,g3_delta_left,g3_delta_right,control_program_left,control_program_right,control_delta_left,control_delta_right,g3_utility,control_utility,utility_match_gap,initial_loss_gap,delta_under_PG_h64,delta_under_PC_h64,source_interaction_h64,j_sum_PG_observed,j_sum_PC_observed,parameter_distance_initial,parameter_distance_PG_h64,parameter_distance_PC_h64,PG_generated_commits,PC_generated_commits,PG_replayed_commits,PC_replayed_commits,PG_complete,PC_complete,PG_invalid_source_step,PC_invalid_source_step,PG_invalid_replay_step,PC_invalid_replay_step,PG_telescoping_residual,PC_telescoping_residual
156,77a19d3c4e280b51,1,1600,26,97,26,97,-0.02000000,-0.01000000,26,97,-0.02000000,0.00000000,4.893839359283e-4,5.284547805786e-4,3.907084465027e-5,3.907084465027e-5,8.800625801086e-5,1.068115234375e-4,-1.880526542664e-5,4.893541336060e-5,6.774067878723e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
157,77a19d3c4e280b51,0,1650,88,12,88,12,0.02000000,-0.01000000,88,12,0.00500000,0.00500000,-3.606081008911e-4,-3.543496131897e-4,6.258487701416e-6,6.258487701416e-6,-2.671480178833e-4,7.411837577820e-5,-3.412663936615e-4,-2.734065055847e-4,6.785988807678e-5,2.121318317950e-2,2.121318317950e-2,2.121318317950e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
158,77a19d3c4e280b51,1,1650,88,12,88,12,0.02000000,-0.01000000,88,12,0.01000000,0.00000000,-3.606081008911e-4,-3.235340118408e-4,3.707408905029e-5,3.707408905029e-5,-1.355409622192e-4,3.030598163605e-4,-4.386007785797e-4,-1.726150512695e-4,2.659857273102e-4,1.414212211967e-2,1.414212211967e-2,1.414212211967e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
159,77a19d3c4e280b51,0,1700,22,55,22,55,-0.02000000,0.01000000,22,55,0.02000000,0.02000000,-1.764595508575e-4,-1.829564571381e-4,6.496906280518e-6,-6.496906280518e-6,-9.513795375824e-4,1.598566770554e-3,-2.549946308136e-3,-9.448826313019e-4,1.605063676834e-3,4.123102128506e-2,4.123102128506e-2,4.123102128506e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
160,77a19d3c4e280b51,1,1700,22,55,22,55,-0.02000000,0.01000000,22,55,-0.02000000,0.00500000,-1.764595508575e-4,-1.650750637054e-4,1.138448715210e-5,1.138448715210e-5,9.447336196899e-6,9.447336196899e-6,0.000000000000e0,-1.937150955200e-6,-1.937150955200e-6,4.999998956919e-3,4.999998956919e-3,4.999998956919e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
161,77a19d3c4e280b51,0,1750,48,6,48,6,0.00000000,-0.02000000,48,6,-0.02000000,-0.02000000,-7.174015045166e-4,-7.174015045166e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999955297e-2,1.999999955297e-2,1.999999955297e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
162,77a19d3c4e280b51,1,1750,48,6,48,6,0.00000000,-0.02000000,48,6,0.02000000,-0.02000000,-7.174015045166e-4,-7.174015045166e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.999999582767e-2,1.999999582767e-2,1.999999582767e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
163,77a19d3c4e280b51,0,1800,0,31,0,31,0.02000000,-0.02000000,0,31,-0.00500000,-0.00500000,5.275011062622e-6,5.602836608887e-6,3.278255462646e-7,3.278255462646e-7,5.320310592651e-4,4.363656044006e-4,9.566545486450e-5,5.317032337189e-4,4.360377788544e-4,2.915476076305e-2,2.915476076305e-2,2.915477193892e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
164,77a19d3c4e280b51,1,1800,0,31,0,31,0.02000000,-0.02000000,0,31,-0.01000000,-0.02000000,5.275011062622e-6,4.827976226807e-6,4.470348358154e-7,-4.470348358154e-7,4.568099975586e-4,4.303157329559e-4,2.649426460266e-5,4.572570323944e-4,4.307627677917e-4,3.000000119209e-2,3.000000119209e-2,3.000001609325e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
165,77a19d3c4e280b51,0,1850,6,2,6,2,0.02000000,0.00000000,6,2,0.02000000,0.02000000,7.122159004211e-4,7.122159004211e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,2.000000327826e-2,2.000000327826e-2,2.000000327826e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
166,77a19d3c4e280b51,1,1850,6,2,6,2,0.02000000,0.00000000,6,2,0.02000000,0.01000000,7.122159004211e-4,7.122159004211e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,9.999997913837e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
167,77a19d3c4e280b51,0,1900,88,20,88,20,0.02000000,0.01000000,88,20,0.02000000,0.00500000,-3.050863742828e-4,-2.680420875549e-4,3.704428672791e-5,3.704428672791e-5,2.300739288330e-5,1.895427703857e-5,4.053115844727e-6,-1.403689384460e-5,-1.809000968933e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
168,77a19d3c4e280b51,1,1900,88,20,88,20,0.02000000,0.01000000,88,20,-0.02000000,0.02000000,-3.050863742828e-4,-2.562999725342e-4,4.878640174866e-5,4.878640174866e-5,-5.879700183868e-4,1.188814640045e-3,-1.776784658432e-3,-6.367564201355e-4,1.140028238297e-3,4.123102128506e-2,4.123102128506e-2,4.123102128506e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
169,77a19d3c4e280b51,0,2000,57,5,57,5,0.00000000,0.02000000,57,5,0.00500000,0.02000000,-4.137158393860e-4,-4.137158393860e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,5.000002682209e-3,5.000002682209e-3,5.000002682209e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
170,77a19d3c4e280b51,1,2000,57,5,57,5,0.00000000,0.02000000,57,5,-0.00500000,0.02000000,-4.137158393860e-4,-4.137158393860e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,5.000002682209e-3,5.000002682209e-3,5.000002682209e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
171,77a19d3c4e280b51,0,2050,96,66,96,66,0.02000000,-0.02000000,96,66,0.00500000,-0.02000000,1.037716865540e-4,1.027286052704e-4,1.043081283569e-6,-1.043081283569e-6,-1.310110092163e-4,-1.346170902252e-4,3.606081008911e-6,-1.299679279327e-4,-1.335740089417e-4,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
172,77a19d3c4e280b51,1,2050,96,66,96,66,0.02000000,-0.02000000,96,66,0.01000000,-0.02000000,1.037716865540e-4,1.056492328644e-4,1.877546310425e-6,1.877546310425e-6,-8.440017700195e-5,-5.102157592773e-5,-3.337860107422e-5,-8.627772331238e-5,-5.289912223816e-5,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
173,77a19d3c4e280b51,0,2150,101,15,101,15,0.02000000,0.02000000,101,15,0.00000000,0.02000000,-3.159642219543e-4,-3.162920475006e-4,3.278255462646e-7,-3.278255462646e-7,-1.166760921478e-4,-5.793571472168e-5,-5.874037742615e-5,-1.163482666016e-4,-5.760788917542e-5,2.000001072884e-2,2.000001072884e-2,2.000001072884e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
174,77a19d3c4e280b51,1,2150,101,15,101,15,0.02000000,0.02000000,101,15,0.00500000,0.02000000,-3.159642219543e-4,-3.143250942230e-4,1.639127731323e-6,1.639127731323e-6,-8.574128150940e-5,-9.018182754517e-5,4.440546035767e-6,-8.738040924072e-5,-9.182095527649e-5,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
175,77a19d3c4e280b51,0,2200,22,71,22,71,-0.02000000,0.02000000,22,71,-0.00500000,-0.00500000,9.670853614807e-5,1.002848148346e-4,3.576278686523e-6,3.576278686523e-6,6.151497364044e-4,8.877217769623e-4,-2.725720405579e-4,6.115734577179e-4,8.841454982758e-4,2.915475144982e-2,2.915475144982e-2,2.915475144982e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
176,77a19d3c4e280b51,1,2200,22,71,22,71,-0.02000000,0.02000000,22,71,0.00000000,-0.02000000,9.670853614807e-5,1.049041748047e-4,8.195638656616e-6,8.195638656616e-6,7.526874542236e-4,1.097857952118e-3,-3.451704978943e-4,7.444918155670e-4,1.089662313461e-3,4.472135379910e-2,4.472135379910e-2,4.472135752439e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
177,77a19d3c4e280b51,0,2250,59,11,59,11,-0.02000000,0.02000000,59,11,-0.00500000,0.01000000,1.630783081055e-4,1.611411571503e-4,1.937150955200e-6,-1.937150955200e-6,-1.659989356995e-4,5.853176116943e-5,-2.245306968689e-4,-1.640617847443e-4,6.046891212463e-5,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
178,77a19d3c4e280b51,1,2250,59,11,59,11,-0.02000000,0.02000000,59,11,0.01000000,0.00500000,1.630783081055e-4,1.349449157715e-4,2.813339233398e-5,-2.813339233398e-5,-3.128945827484e-4,1.093000173569e-4,-4.221946001053e-4,-2.847611904144e-4,1.374334096909e-4,3.354098647833e-2,3.354098647833e-2,3.354098647833e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
179,77a19d3c4e280b51,0,2300,16,31,16,31,0.02000000,0.01000000,16,31,0.02000000,0.00500000,-4.479587078094e-4,-4.204213619232e-4,2.753734588623e-5,2.753734588623e-5,-2.980232238770e-5,-2.217292785645e-5,-7.629394531250e-6,-5.733966827393e-5,-4.971027374268e-5,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
180,77a19d3c4e280b51,0,2350,20,4,20,4,-0.02000000,-0.02000000,20,4,-0.01000000,-0.02000000,3.730803728104e-4,4.146099090576e-4,4.152953624725e-5,4.152953624725e-5,-9.953975677490e-5,-9.864568710327e-6,-8.967518806458e-5,-1.410692930222e-4,-5.139410495758e-5,1.000000163913e-2,1.000000163913e-2,1.000000163913e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
181,77a19d3c4e280b51,0,2400,97,27,97,27,0.02000000,-0.02000000,97,27,0.01000000,-0.02000000,1.841440796852e-3,1.797601580620e-3,4.383921623230e-5,-4.383921623230e-5,-1.915395259857e-4,-1.734197139740e-4,-1.811981201172e-5,-1.477003097534e-4,-1.295804977417e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
182,77a19d3c4e280b51,0,2500,62,16,62,16,0.01000000,0.02000000,62,16,0.02000000,0.02000000,1.251697540283e-3,1.262977719307e-3,1.128017902374e-5,1.128017902374e-5,-4.212558269501e-5,-4.145503044128e-5,-6.705522537231e-7,-5.340576171875e-5,-5.273520946503e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
183,77a19d3c4e280b51,1,2500,62,16,62,16,0.01000000,0.02000000,62,16,0.00500000,0.02000000,1.251697540283e-3,1.238152384758e-3,1.354515552521e-5,-1.354515552521e-5,1.835823059082e-5,2.507865428925e-5,-6.720423698425e-6,3.190338611603e-5,3.862380981445e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
184,77a19d3c4e280b51,0,2600,67,88,67,88,0.02000000,0.02000000,67,88,0.00000000,-0.01000000,-1.430511474609e-4,-1.357644796371e-4,7.286667823792e-6,7.286667823792e-6,-5.838423967361e-4,,,-5.911290645599e-4,0.000000000000e0,3.605549409986e-2,3.605549409986e-2,,63,63,63,0,1,0,-1,-1,-1,1,0.000000000000e0,0.000000000000e0
185,77a19d3c4e280b51,1,2600,67,88,67,88,0.02000000,0.02000000,67,88,0.01000000,0.02000000,-1.430511474609e-4,-1.525878906250e-4,9.536743164062e-6,-9.536743164062e-6,4.601478576660e-5,4.546344280243e-5,5.513429641724e-7,5.555152893066e-5,5.500018596649e-5,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
186,77a19d3c4e280b51,0,2650,70,62,70,62,-0.02000000,0.02000000,70,62,-0.01000000,0.02000000,-1.510381698608e-4,-1.287162303925e-4,2.232193946838e-5,2.232193946838e-5,6.616115570068e-5,6.616115570068e-5,0.000000000000e0,4.383921623230e-5,4.383921623230e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
187,77a19d3c4e280b51,1,2650,70,62,70,62,-0.02000000,0.02000000,70,62,-0.00500000,0.02000000,-1.510381698608e-4,-1.183003187180e-4,3.273785114288e-5,3.273785114288e-5,9.834766387939e-5,1.016855239868e-4,-3.337860107422e-6,6.560981273651e-5,6.894767284393e-5,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
188,77a19d3c4e280b51,0,2700,22,87,22,87,0.02000000,-0.02000000,22,87,0.02000000,-0.01000000,3.203153610229e-4,3.189593553543e-4,1.356005668640e-6,-1.356005668640e-6,-6.675720214844e-6,-6.675720214844e-6,0.000000000000e0,-5.319714546204e-6,-5.319714546204e-6,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
189,77a19d3c4e280b51,1,2700,22,87,22,87,0.02000000,-0.02000000,22,87,0.02000000,-0.00500000,3.203153610229e-4,3.182888031006e-4,2.026557922363e-6,-2.026557922363e-6,-1.005828380585e-5,-1.008808612823e-5,2.980232238770e-8,-8.031725883484e-6,-8.061528205872e-6,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
190,77a19d3c4e280b51,0,2750,71,15,71,15,0.02000000,0.02000000,71,15,0.01000000,0.02000000,-1.716017723083e-4,-1.492500305176e-4,2.235174179077e-5,2.235174179077e-5,-4.106760025024e-5,-1.543760299683e-5,-2.562999725342e-5,-6.341934204102e-5,-3.778934478760e-5,1.000000163913e-2,1.000000163913e-2,1.000000163913e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
191,77a19d3c4e280b51,1,2750,71,15,71,15,0.02000000,0.02000000,71,15,0.00500000,0.02000000,-1.716017723083e-4,-1.389384269714e-4,3.266334533691e-5,3.266334533691e-5,-6.248056888580e-5,-2.674758434296e-5,-3.573298454285e-5,-9.514391422272e-5,-5.941092967987e-5,1.500000059605e-2,1.500000059605e-2,1.500000059605e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
192,77a19d3c4e280b51,0,2800,108,78,108,78,0.02000000,0.02000000,108,78,0.02000000,0.01000000,7.125288248062e-4,6.654113531113e-4,4.711747169495e-5,-4.711747169495e-5,-4.236400127411e-5,-4.133582115173e-5,-1.028180122375e-6,4.753470420837e-6,5.781650543213e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
193,77a19d3c4e280b51,0,2850,21,19,21,19,-0.01000000,0.02000000,21,19,-0.00500000,0.01000000,4.423409700394e-4,4.467070102692e-4,4.366040229797e-6,4.366040229797e-6,9.693205356598e-5,5.759149789810e-4,-4.789829254150e-4,9.256601333618e-5,5.715489387512e-4,1.118033565581e-2,1.118033565581e-2,1.118034962565e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
194,77a19d3c4e280b51,1,2850,21,19,21,19,-0.01000000,0.02000000,21,19,0.02000000,0.01000000,4.423409700394e-4,4.497468471527e-4,7.405877113342e-6,7.405877113342e-6,-9.287893772125e-5,1.418799161911e-3,-1.511678099632e-3,-1.002848148346e-4,1.411393284798e-3,3.162277489901e-2,3.162277489901e-2,3.162280470133e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
195,77a19d3c4e280b51,0,2900,75,65,75,65,-0.02000000,0.00000000,75,65,-0.02000000,0.00500000,-1.572668552399e-4,-1.572668552399e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
196,77a19d3c4e280b51,1,2900,75,65,75,65,-0.02000000,0.00000000,75,65,-0.02000000,-0.00500000,-1.572668552399e-4,-1.572668552399e-4,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
197,77a19d3c4e280b51,0,2950,22,95,22,95,-0.02000000,0.01000000,22,95,-0.02000000,0.00500000,-3.765970468521e-4,-3.831237554550e-4,6.526708602905e-6,-6.526708602905e-6,6.705522537231e-6,-6.198883056641e-6,1.290440559387e-5,1.323223114014e-5,3.278255462646e-7,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
198,77a19d3c4e280b51,1,2950,22,95,22,95,-0.02000000,0.01000000,22,95,-0.02000000,0.00000000,-3.765970468521e-4,-3.898888826370e-4,1.329183578491e-5,-1.329183578491e-5,1.461803913116e-5,-9.253621101379e-6,2.387166023254e-5,2.790987491608e-5,4.038214683533e-6,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
199,77a19d3c4e280b51,0,3000,76,18,76,18,-0.02000000,-0.01000000,76,18,-0.02000000,-0.00500000,1.073926687241e-4,1.102536916733e-4,2.861022949219e-6,2.861022949219e-6,-2.611577510834e-4,-2.039670944214e-4,-5.719065666199e-5,-2.640187740326e-4,-2.068281173706e-4,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
200,77a19d3c4e280b51,1,3000,76,18,76,18,-0.02000000,-0.01000000,76,18,-0.01000000,-0.00500000,1.073926687241e-4,9.422004222870e-5,1.317262649536e-5,-1.317262649536e-5,-2.713501453400e-4,-2.101063728333e-4,-6.124377250671e-5,-2.581775188446e-4,-1.969337463379e-4,1.118035614491e-2,1.118035614491e-2,1.118035614491e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
201,77a19d3c4e280b51,0,3050,13,58,13,58,0.01000000,0.02000000,13,58,0.00500000,-0.02000000,-2.096593379974e-4,-1.959949731827e-4,1.366436481476e-5,1.366436481476e-5,-1.511290669441e-3,-8.919090032578e-4,-6.193816661835e-4,-1.524955034256e-3,-9.055733680725e-4,4.031125083566e-2,4.031125083566e-2,4.031125083566e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
202,77a19d3c4e280b51,1,3050,13,58,13,58,0.01000000,0.02000000,13,58,0.01000000,-0.01000000,-2.096593379974e-4,-1.658052206039e-4,4.385411739349e-5,4.385411739349e-5,-1.114413142204e-3,-8.320212364197e-4,-2.823919057846e-4,-1.158267259598e-3,-8.758753538132e-4,2.999997138977e-2,2.999997138977e-2,2.999997138977e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
203,77a19d3c4e280b51,0,3100,29,19,29,19,0.02000000,0.02000000,29,19,0.01000000,0.00500000,2.812147140503e-4,2.796202898026e-4,1.594424247742e-6,-1.594424247742e-6,-7.161498069763e-4,1.996904611588e-4,-9.158402681351e-4,-7.145553827286e-4,2.012848854065e-4,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
204,77a19d3c4e280b51,1,3100,29,19,29,19,0.02000000,0.02000000,29,19,0.00500000,0.01000000,2.812147140503e-4,2.929121255875e-4,1.169741153717e-5,1.169741153717e-5,-4.445612430573e-4,-1.268982887268e-4,-3.176629543304e-4,-4.562586545944e-4,-1.385957002640e-4,1.802773959935e-2,1.802773959935e-2,1.802773959935e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
205,77a19d3c4e280b51,0,3150,122,26,122,26,-0.02000000,-0.02000000,122,26,-0.02000000,0.02000000,1.724213361740e-4,1.688152551651e-4,3.606081008911e-6,-3.606081008911e-6,-1.903325319290e-4,,,-1.867264509201e-4,-1.818090677261e-4,3.999996185303e-2,3.999996185303e-2,,63,63,63,44,1,0,-1,-1,-1,45,0.000000000000e0,0.000000000000e0
206,77a19d3c4e280b51,1,3150,122,26,122,26,-0.02000000,-0.02000000,122,26,-0.02000000,0.01000000,1.724213361740e-4,1.403242349625e-4,3.209710121155e-5,-3.209710121155e-5,-1.090914011002e-4,,,-7.699429988861e-5,7.203221321106e-5,2.999997138977e-2,2.999997138977e-2,,63,63,63,61,1,0,-1,-1,-1,62,0.000000000000e0,0.000000000000e0
207,77a19d3c4e280b51,0,3200,23,102,23,102,0.02000000,-0.01000000,23,102,0.00500000,0.00000000,6.458163261414e-5,6.984174251556e-5,5.260109901428e-6,5.260109901428e-6,2.121329307556e-4,3.546178340912e-4,-1.424849033356e-4,2.068728208542e-4,3.493577241898e-4,1.802776381373e-2,1.802776381373e-2,1.802776381373e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
208,77a19d3c4e280b51,1,3200,23,102,23,102,0.02000000,-0.01000000,23,102,0.01000000,-0.00500000,6.458163261414e-5,7.380545139313e-5,9.223818778992e-6,9.223818778992e-6,1.365393400192e-4,1.822561025620e-4,-4.571676254272e-5,1.273155212402e-4,1.730322837830e-4,1.118035614491e-2,1.118035614491e-2,1.118035614491e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
209,77a19d3c4e280b51,0,3250,96,6,96,6,0.02000000,-0.02000000,96,6,0.01000000,-0.02000000,-1.355275511742e-3,-1.317560672760e-3,3.771483898163e-5,3.771483898163e-5,-8.159875869751e-5,-7.566064596176e-5,-5.938112735748e-6,-1.193135976791e-4,-1.133754849434e-4,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
210,77a19d3c4e280b51,0,3350,50,6,50,6,-0.02000000,-0.02000000,50,6,-0.01000000,-0.02000000,-8.610039949417e-4,-8.637905120850e-4,2.786517143250e-6,-2.786517143250e-6,1.117587089539e-6,1.117587089539e-6,0.000000000000e0,3.904104232788e-6,3.904104232788e-6,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
211,77a19d3c4e280b51,1,3350,50,6,50,6,-0.02000000,-0.02000000,50,6,-0.00500000,-0.02000000,-8.610039949417e-4,-8.651912212372e-4,4.187226295471e-6,-4.187226295471e-6,1.691281795502e-6,1.214444637299e-6,4.768371582031e-7,5.878508090973e-6,5.401670932770e-6,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
212,77a19d3c4e280b51,0,3450,6,4,6,4,-0.02000000,-0.01000000,6,4,-0.02000000,-0.00500000,-7.856711745262e-4,-8.069872856140e-4,2.131611108780e-5,-2.131611108780e-5,-2.085417509079e-5,-1.847743988037e-6,-1.900643110275e-5,4.619359970093e-7,1.946836709976e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
213,77a19d3c4e280b51,1,3450,6,4,6,4,-0.02000000,-0.01000000,6,4,-0.02000000,-0.02000000,-7.856711745262e-4,-7.474720478058e-4,3.819912672043e-5,3.819912672043e-5,3.779679536819e-5,1.104921102524e-5,2.674758434296e-5,-4.023313522339e-7,-2.714991569519e-5,9.999990463257e-3,9.999990463257e-3,9.999990463257e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
214,77a19d3c4e280b51,0,3500,83,27,83,27,-0.01000000,0.02000000,83,27,-0.00500000,0.02000000,-6.413608789444e-4,-5.928650498390e-4,4.849582910538e-5,4.849582910538e-5,7.921457290649e-5,6.480515003204e-5,1.440942287445e-5,3.071874380112e-5,1.630932092667e-5,4.999995231628e-3,4.999995231628e-3,4.999995231628e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
215,77a19d3c4e280b51,0,3550,0,87,0,87,0.02000000,-0.02000000,0,87,0.02000000,-0.01000000,-1.140296459198e-3,-1.122273504734e-3,1.802295446396e-5,1.802295446396e-5,9.559094905853e-6,8.597970008850e-6,9.611248970032e-7,-8.463859558105e-6,-9.424984455109e-6,1.000002026558e-2,1.000002026558e-2,1.000002026558e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
216,77a19d3c4e280b51,1,3550,0,87,0,87,0.02000000,-0.02000000,0,87,0.02000000,-0.00500000,-1.140296459198e-3,-1.113295555115e-3,2.700090408325e-5,2.700090408325e-5,1.432746648788e-5,1.288950443268e-5,1.437962055206e-6,-1.267343759537e-5,-1.411139965057e-5,1.500001549721e-2,1.500001549721e-2,1.500001549721e-2,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
217,77a19d3c4e280b51,0,3600,46,18,46,18,-0.01000000,0.01000000,46,18,-0.00500000,0.01000000,-2.707764506340e-4,-2.720057964325e-4,1.229345798492e-6,-1.229345798492e-6,1.229345798492e-6,1.229345798492e-6,0.000000000000e0,2.458691596985e-6,2.458691596985e-6,5.000010132790e-3,5.000010132790e-3,5.000010132790e-3,63,63,63,63,1,1,-1,-1,-1,-1,0.000000000000e0,0.000000000000e0
