seed,comparison_id,stream,control_slot,snapshot_commit,horizon,pair_left,pair_right,action_left,action_right,action_delta_left,action_delta_right,d_before,d_after,j_exact,j_per_example_mean,event_decomposition_residual,class0_mean_j,class1_mean_j,class2_mean_j,stratum0_mean_j,stratum1_mean_j,stratum2_mean_j,stratum3_mean_j,stratum4_mean_j,stratum5_mean_j,stratum6_mean_j,stratum7_mean_j,relu_diff_before,relu_diff_after,relu_newly_different,relu_resolved,action_relation,relu_transition
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,52,6,2,0,21,-0.020000,-0.010000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,53,6,2,88,58,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,54,6,2,110,38,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,55,6,2,11,16,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,56,6,2,13,16,-0.010000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,57,6,2,15,16,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,58,6,2,97,59,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,59,6,2,13,22,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,60,6,2,5,32,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,61,6,2,13,26,-0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,62,6,2,108,56,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,63,6,2,94,72,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,330,L2-phase17-frozen,0,1850,64,6,2,94,74,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,2,6,2,6,4,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,3,6,2,15,120,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,4,6,2,25,112,0.000000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,structural-remote,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,5,6,2,11,5,0.020000,-0.010000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,6,6,2,29,112,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,7,6,2,15,5,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,8,6,2,15,7,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,9,6,2,19,5,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,10,6,2,26,0,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,11,6,2,22,6,-0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,12,6,2,24,6,0.000000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,13,6,2,16,-1,0.020000,0.000000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,14,6,2,45,112,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,15,6,2,58,101,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,16,6,2,65,96,0.000000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,structural-remote,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,17,6,2,40,0,0.010000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,18,6,2,58,107,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,19,6,2,25,19,0.000000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,20,6,2,34,12,-0.020000,-0.010000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,21,6,2,48,0,0.000000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,22,6,2,50,0,-0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,23,6,2,39,13,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,24,6,2,38,16,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,25,6,2,43,13,-0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,26,6,2,45,13,-0.010000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,27,6,2,59,1,0.020000,0.000000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,28,6,2,75,110,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,29,6,2,75,112,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,30,6,2,59,7,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,31,6,2,75,116,-0.020000,-0.010000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,32,6,2,75,118,-0.020000,0.000000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,33,6,2,51,21,0.010000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,34,6,2,75,122,-0.020000,0.010000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,35,6,2,54,22,0.010000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,36,6,2,67,11,-0.010000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,37,6,2,69,11,-0.010000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,38,6,2,71,11,-0.010000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,39,6,2,92,115,-0.020000,0.010000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,40,6,2,63,23,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,41,6,2,92,119,-0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,42,6,2,93,120,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,43,6,2,74,18,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,44,6,2,75,19,-0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,45,6,2,66,30,-0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,46,6,2,98,0,-0.010000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,47,6,2,94,6,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,48,6,2,89,13,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,49,6,2,97,7,0.020000,0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,50,6,2,93,13,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,51,6,2,88,20,0.020000,0.010000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,adjacent-layer-coarse,none
77a19d3c4e280b51,331,L0-original-frozen,1,1850,52,6,2,110,0,0.020000,-0.020000,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0.000000000000e0,0,0,0,0,same-layer-unrelated,none
