seed,family,replicate,global_commit,control_slot,matched,g3_utility,g3_regret,control_utility,regret_gap,initial_control_better,first_reversal_horizon,persistent_reversal,transient_reversal,no_reversal,horizon,g3_train_loss,control_train_loss,g3_vs_control_train_delta,g3_validation_loss,control_validation_loss,g3_control_parameter_distance
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3400,control_b,false,0.00221933,0.00000000,0.00000000,0.00000000,false,0,false,false,false,16,0.11822780,0.11778780,0.00044000,0.13515811,0.13444614,0.09287082
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3400,control_b,false,0.00221933,0.00000000,0.00000000,0.00000000,false,0,false,false,false,32,0.12317707,0.12394127,-0.00076419,0.14813048,0.14952682,0.10943028
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3400,control_b,false,0.00221933,0.00000000,0.00000000,0.00000000,false,0,false,false,false,64,0.11429682,0.11471067,-0.00041385,0.13062277,0.13374133,0.18894434
77a19d3c4e280b51,L0-original,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,1,0.12332940,0.12334090,-0.00001150,0.14907183,0.14903891,0.03162276
77a19d3c4e280b51,L0-original,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,2,0.12279529,0.12415154,-0.00135624,0.14837812,0.15074448,0.03316623
77a19d3c4e280b51,L0-original,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,4,0.12262434,0.12386987,-0.00124553,0.14884044,0.15109764,0.03316623
77a19d3c4e280b51,L0-original,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,8,0.11969388,0.12280347,-0.00310960,0.14169835,0.14883655,0.06324552
77a19d3c4e280b51,L0-original,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,16,0.11689467,0.12013751,-0.00324284,0.13616352,0.14329974,0.07483310
77a19d3c4e280b51,L0-original,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,32,0.11520368,0.11754853,-0.00234485,0.13297759,0.13898915,0.10259137
77a19d3c4e280b51,L0-original,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,64,0.11617173,0.11692923,-0.00075751,0.13895553,0.14015673,0.12419737
77a19d3c4e280b51,L0-original,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,true,false,false,1,0.12332940,0.12331128,0.00001812,0.14907183,0.14837050,0.03162276
77a19d3c4e280b51,L0-original,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,true,false,false,2,0.12279529,0.12242135,0.00037394,0.14837812,0.14722240,0.03316623
77a19d3c4e280b51,L0-original,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,true,false,false,4,0.12262434,0.12234235,0.00028199,0.14884044,0.14791448,0.04123103
77a19d3c4e280b51,L0-original,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,true,false,false,8,0.11969388,0.12029168,-0.00059780,0.14169835,0.14261551,0.05477223
77a19d3c4e280b51,L0-original,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,true,false,false,16,0.11689467,0.11913908,-0.00224441,0.13616352,0.14054562,0.07211100
77a19d3c4e280b51,L0-original,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,true,false,false,32,0.11520368,0.11687058,-0.00166690,0.13297759,0.13668869,0.10641892
77a19d3c4e280b51,L0-original,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,true,false,false,64,0.11617173,0.11681234,-0.00064062,0.13895553,0.14026929,0.12619422
77a19d3c4e280b51,L1-new-evidence,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,1,0.12332940,0.12334090,-0.00001150,0.14907183,0.14903891,0.03162276
77a19d3c4e280b51,L1-new-evidence,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,2,0.12230116,0.12210814,0.00019302,0.14640759,0.14618544,0.03162276
77a19d3c4e280b51,L1-new-evidence,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,4,0.12591021,0.12586965,0.00004056,0.15308033,0.15300526,0.03162276
77a19d3c4e280b51,L1-new-evidence,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,8,0.12770706,0.12639152,0.00131555,0.15779097,0.15500474,0.03999998
77a19d3c4e280b51,L1-new-evidence,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,16,0.12399457,0.12351302,0.00048155,0.15156142,0.15069757,0.05385161
77a19d3c4e280b51,L1-new-evidence,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,32,0.12403869,0.12345762,0.00058107,0.15377766,0.15290891,0.11313704
77a19d3c4e280b51,L1-new-evidence,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,64,0.11825168,0.11638290,0.00186878,0.13856351,0.13698576,0.17211907
77a19d3c4e280b51,L1-new-evidence,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,1,0.12332940,0.12331128,0.00001812,0.14907183,0.14837050,0.03162276
77a19d3c4e280b51,L1-new-evidence,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,2,0.12230116,0.12218239,0.00011877,0.14640759,0.14561625,0.03162276
77a19d3c4e280b51,L1-new-evidence,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,4,0.12591021,0.12561381,0.00029640,0.15308033,0.15207447,0.03162276
77a19d3c4e280b51,L1-new-evidence,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,8,0.12770706,0.12644087,0.00126620,0.15779097,0.15429731,0.04690414
77a19d3c4e280b51,L1-new-evidence,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,16,0.12399457,0.12229186,0.00170270,0.15156142,0.14775848,0.07499994
77a19d3c4e280b51,L1-new-evidence,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,32,0.12403869,0.12323210,0.00080658,0.15377766,0.15183137,0.10781924
77a19d3c4e280b51,L1-new-evidence,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,64,0.11825168,0.11634403,0.00190765,0.13856351,0.13610722,0.12308528
77a19d3c4e280b51,L1-new-evidence,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,1,0.12332940,0.12334090,-0.00001150,0.14907183,0.14903891,0.03162276
77a19d3c4e280b51,L1-new-evidence,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,2,0.12450168,0.12456783,-0.00006615,0.15010823,0.15006179,0.03162276
77a19d3c4e280b51,L1-new-evidence,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,4,0.12432051,0.12415645,0.00016405,0.15090086,0.15076266,0.03162276
77a19d3c4e280b51,L1-new-evidence,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,8,0.12331995,0.12199321,0.00132673,0.14817692,0.14540006,0.04123103
77a19d3c4e280b51,L1-new-evidence,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,16,0.12528396,0.12420409,0.00107986,0.15196301,0.14952916,0.05123473
77a19d3c4e280b51,L1-new-evidence,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,32,0.12575494,0.12417170,0.00158324,0.15509011,0.15264584,0.09630675
77a19d3c4e280b51,L1-new-evidence,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,64,0.11800218,0.12071534,-0.00271317,0.14162560,0.14684558,0.13047981
77a19d3c4e280b51,L1-new-evidence,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,1,0.12332940,0.12331128,0.00001812,0.14907183,0.14837050,0.03162276
77a19d3c4e280b51,L1-new-evidence,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,2,0.12450168,0.12447133,0.00003035,0.15010823,0.14935444,0.03162276
77a19d3c4e280b51,L1-new-evidence,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,4,0.12432051,0.12419239,0.00012811,0.15090086,0.15013178,0.03162276
77a19d3c4e280b51,L1-new-evidence,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,8,0.12331995,0.12341819,-0.00009824,0.14817692,0.14780509,0.03354101
77a19d3c4e280b51,L1-new-evidence,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,16,0.12528396,0.12362159,0.00166237,0.15196301,0.14862412,0.05700876
77a19d3c4e280b51,L1-new-evidence,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,32,0.12575494,0.12662394,-0.00086901,0.15509011,0.15693562,0.12041589
77a19d3c4e280b51,L1-new-evidence,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,64,0.11800218,0.11803460,-0.00003242,0.14162560,0.14095230,0.13152941
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,1,0.12332940,0.12334090,-0.00001150,0.14907183,0.14903891,0.03162276
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,2,0.12441441,0.12412542,0.00028899,0.15105511,0.15072644,0.03162278
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,4,0.12577991,0.12388708,0.00189283,0.15483932,0.15118520,0.04242641
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,8,0.12318615,0.12313816,0.00004799,0.14847057,0.14866577,0.05830952
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,16,0.12074227,0.12006108,0.00068119,0.14384973,0.14160137,0.06782328
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,32,0.11765663,0.11775032,-0.00009370,0.13779871,0.13675700,0.07681144
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,64,0.11858358,0.11920157,-0.00061799,0.14016406,0.14115715,0.11401749
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,32,true,false,false,1,0.12332940,0.12331128,0.00001812,0.14907183,0.14837050,0.03162276
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,32,true,false,false,2,0.12441441,0.12410563,0.00030877,0.15105511,0.15004623,0.03162279
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,32,true,false,false,4,0.12577991,0.12390947,0.00187045,0.15483932,0.15057705,0.04690415
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,32,true,false,false,8,0.12318615,0.12307232,0.00011383,0.14847057,0.14895397,0.08426151
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,32,true,false,false,16,0.12074227,0.12070278,0.00003949,0.14384973,0.14410193,0.09797958
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,32,true,false,false,32,0.11765663,0.11885170,-0.00119507,0.13779871,0.14058682,0.12409673
77a19d3c4e280b51,L2-shifted-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,32,true,false,false,64,0.11858358,0.11925083,-0.00066725,0.14016406,0.14151415,0.13152942
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,1,0.12332940,0.12334090,-0.00001150,0.14907183,0.14903891,0.03162276
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,2,0.12431546,0.12409569,0.00021978,0.15094881,0.15068771,0.03316625
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,4,0.12391040,0.12377131,0.00013909,0.15119351,0.15101783,0.03605551
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,8,0.12226167,0.12306548,-0.00080381,0.14851879,0.14956622,0.04387480
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,16,0.12063041,0.12170511,-0.00107470,0.14487067,0.14589517,0.08674675
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,32,0.11788508,0.11834865,-0.00046357,0.14081021,0.14072998,0.11101799
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,64,0.11675832,0.11771774,-0.00095942,0.13911034,0.14016514,0.14874467
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,1,0.12332940,0.12331128,0.00001812,0.14907183,0.14837050,0.03162276
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,2,0.12431546,0.12306332,0.00125214,0.15094881,0.14779861,0.05830950
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,4,0.12391040,0.12261555,0.00129485,0.15119351,0.14815672,0.05999998
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,8,0.12226167,0.12106043,0.00120124,0.14851879,0.14335078,0.05916077
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,16,0.12063041,0.11864579,0.00198463,0.14487067,0.13897550,0.09055383
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,32,0.11788508,0.11599980,0.00188529,0.14081021,0.13458298,0.11789824
77a19d3c4e280b51,L2-shifted-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,0,false,false,true,64,0.11675832,0.11670110,0.00005722,0.13911034,0.13743125,0.13152942
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,1,0.12332940,0.12334090,-0.00001150,0.14907183,0.14903891,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,2,0.12297565,0.12289760,0.00007805,0.14862227,0.14846672,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,4,0.12315562,0.12273285,0.00042277,0.14930429,0.14850393,0.04123103
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,8,0.12170899,0.12227305,-0.00056406,0.14463307,0.14697553,0.07745962
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,16,0.12268465,0.12364829,-0.00096364,0.14899556,0.14928837,0.09380827
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,32,0.12163024,0.12092673,0.00070351,0.14975815,0.14740466,0.12409667
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,64,0.12047911,0.11836040,0.00211871,0.14758168,0.14243373,0.17182834
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,1,0.12332940,0.12331128,0.00001812,0.14907183,0.14837050,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,2,0.12297565,0.12277553,0.00020012,0.14862227,0.14769281,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,4,0.12315562,0.12254134,0.00061428,0.14930429,0.14765652,0.04123103
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,8,0.12170899,0.12246019,-0.00075120,0.14463307,0.14648522,0.07483310
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,16,0.12268465,0.12290757,-0.00022292,0.14899556,0.14859612,0.08366596
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,32,0.12163024,0.12238684,-0.00075660,0.14975815,0.15037432,0.11575832
77a19d3c4e280b51,L3-new-evidence-and-schedule,0,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,8,false,true,false,64,0.12047911,0.11876551,0.00171360,0.14758168,0.14379588,0.16317162
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,1,0.12332940,0.12334090,-0.00001150,0.14907183,0.14903891,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,2,0.12281841,0.12283882,-0.00002041,0.14837217,0.14827131,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,4,0.12108630,0.12155356,-0.00046726,0.14518344,0.14545803,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,8,0.11937449,0.11971840,-0.00034391,0.14126241,0.14194925,0.04242639
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,16,0.11941970,0.11995282,-0.00053312,0.14136484,0.14312385,0.06020796
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,32,0.11609987,0.11605883,0.00004104,0.13496058,0.13480808,0.09069175
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_a,true,-0.00078567,0.00139425,-0.00079717,0.00001150,false,0,false,false,false,64,0.11360478,0.11294133,0.00066345,0.13251463,0.13310562,0.16658323
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,4,false,true,false,1,0.12332940,0.12331128,0.00001812,0.14907183,0.14837050,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,4,false,true,false,2,0.12281841,0.12267182,0.00014659,0.14837217,0.14750026,0.03162276
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,4,false,true,false,4,0.12108630,0.12130896,-0.00022266,0.14518344,0.14471893,0.02999999
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,4,false,true,false,8,0.11937449,0.11971443,-0.00033994,0.14126241,0.14143069,0.04123104
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,4,false,true,false,16,0.11941970,0.11986796,-0.00044826,0.14136484,0.14245991,0.06782328
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,4,false,true,false,32,0.11609987,0.11582589,0.00027398,0.13496058,0.13469166,0.10440303
77a19d3c4e280b51,L3-new-evidence-and-schedule,1,3450,control_b,true,-0.00078567,0.00139425,-0.00076755,0.00001812,true,4,false,true,false,64,0.11360478,0.11284724,0.00075755,0.13251463,0.13247602,0.18466176
77a19d3c4e280b51,L0-original,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,1,0.11346100,0.11346712,-0.00000612,0.12903588,0.12892199,0.03162277
77a19d3c4e280b51,L0-original,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,2,0.11379179,0.11432022,-0.00052843,0.13075747,0.13014688,0.03162276
77a19d3c4e280b51,L0-original,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,4,0.11645897,0.11642800,0.00003098,0.13680822,0.13552596,0.03162276
77a19d3c4e280b51,L0-original,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,8,0.11763325,0.11658373,0.00104952,0.14124851,0.13872387,0.06557434
77a19d3c4e280b51,L0-original,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,16,0.11609974,0.11519875,0.00090098,0.13902666,0.13700138,0.08888190
77a19d3c4e280b51,L0-original,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,32,0.11081658,0.11073654,0.00008003,0.12503116,0.12526251,0.13379082
77a19d3c4e280b51,L0-original,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,64,0.11257973,0.11426196,-0.00168223,0.13255388,0.13839369,0.17087999
77a19d3c4e280b51,L0-original,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,16,true,false,false,1,0.11346100,0.11345232,0.00000868,0.12903588,0.12899935,0.03605551
77a19d3c4e280b51,L0-original,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,16,true,false,false,2,0.11379179,0.11376146,0.00003032,0.13075747,0.13067737,0.03605551
77a19d3c4e280b51,L0-original,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,16,true,false,false,4,0.11645897,0.11622488,0.00023409,0.13680822,0.13648415,0.03605551
77a19d3c4e280b51,L0-original,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,16,true,false,false,8,0.11763325,0.11760309,0.00003017,0.14124851,0.14117372,0.03905125
77a19d3c4e280b51,L0-original,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,16,true,false,false,16,0.11609974,0.11624060,-0.00014086,0.13902666,0.13897075,0.05678907
77a19d3c4e280b51,L0-original,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,16,true,false,false,32,0.11081658,0.11092677,-0.00011019,0.12503116,0.12546301,0.08139409
77a19d3c4e280b51,L0-original,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,16,true,false,false,64,0.11257973,0.11283624,-0.00025651,0.13255388,0.13457163,0.16324821
77a19d3c4e280b51,L1-new-evidence,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,1,0.11346100,0.11346712,-0.00000612,0.12903588,0.12892199,0.03162277
77a19d3c4e280b51,L1-new-evidence,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,2,0.11322430,0.11358681,-0.00036252,0.12881334,0.12929188,0.04472134
77a19d3c4e280b51,L1-new-evidence,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,4,0.11337662,0.11309755,0.00027907,0.12931882,0.12873808,0.04898979
77a19d3c4e280b51,L1-new-evidence,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,8,0.11306109,0.11286065,0.00020044,0.12863518,0.12819298,0.06782328
77a19d3c4e280b51,L1-new-evidence,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,16,0.11461821,0.11444247,0.00017574,0.13322116,0.13167934,0.09110432
77a19d3c4e280b51,L1-new-evidence,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,32,0.11092291,0.11129042,-0.00036751,0.12620573,0.12685606,0.10488085
77a19d3c4e280b51,L1-new-evidence,0,3500,control_a,true,-0.00064136,0.00087222,-0.00064749,0.00000612,false,0,false,false,false,64,0.11171827,0.11208877,-0.00037050,0.12667412,0.12787229,0.13638176
77a19d3c4e280b51,L1-new-evidence,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,2,true,false,false,1,0.11346100,0.11345232,0.00000868,0.12903588,0.12899935,0.03605551
77a19d3c4e280b51,L1-new-evidence,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,2,true,false,false,2,0.11322430,0.11361746,-0.00039316,0.12881334,0.12910436,0.05099018
77a19d3c4e280b51,L1-new-evidence,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,2,true,false,false,4,0.11337662,0.11376340,-0.00038678,0.12931882,0.12958489,0.05099018
77a19d3c4e280b51,L1-new-evidence,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,2,true,false,false,8,0.11306109,0.11334765,-0.00028656,0.12863518,0.12886892,0.05999998
77a19d3c4e280b51,L1-new-evidence,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,2,true,false,false,16,0.11461821,0.11496856,-0.00035035,0.13322116,0.13339640,0.06782327
77a19d3c4e280b51,L1-new-evidence,0,3500,control_b,true,-0.00064136,0.00087222,-0.00063268,0.00000868,true,2,true,false,false,32,0.11092291,0.11303227,-0.00210936,0.12620573,0.12822787,0.10295626
