role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,exact_train_utility
evaluation,96e104bd3c72a85f,2400,evaluation,57,119,5,1,1,-0.02000000,-0.01000000,-6.528012454510e-5
evaluation,96e104bd3c72a85f,2400,evaluation,58,120,4,0,1,-0.02000000,0.01000000,-1.548758446006e-4
evaluation,96e104bd3c72a85f,2400,evaluation,58,120,4,1,0,-0.01000000,0.02000000,1.357545406790e-4
evaluation,96e104bd3c72a85f,2400,evaluation,59,121,3,0,1,0.02000000,-0.01000000,-3.029828367289e-4
evaluation,96e104bd3c72a85f,2400,evaluation,59,121,3,1,0,0.01000000,-0.02000000,-1.202312632813e-4
evaluation,96e104bd3c72a85f,2400,evaluation,60,122,2,0,1,0.02000000,0.01000000,-1.198581085191e-4
evaluation,96e104bd3c72a85f,2400,evaluation,60,122,2,1,0,0.01000000,0.02000000,-2.006764261751e-4
evaluation,96e104bd3c72a85f,2400,evaluation,61,0,1,0,1,-0.02000000,0.01000000,-1.705375871097e-5
evaluation,96e104bd3c72a85f,2400,evaluation,61,0,1,1,0,-0.01000000,0.02000000,2.033095806837e-4
evaluation,96e104bd3c72a85f,4200,development,1,18,16,0,1,-0.02000000,0.01000000,-8.240851457231e-4
evaluation,96e104bd3c72a85f,4200,development,1,18,16,1,0,-0.01000000,0.02000000,-1.631334424019e-3
evaluation,96e104bd3c72a85f,4200,development,2,19,15,0,0,-0.02000000,-0.02000000,-7.991679012775e-4
evaluation,96e104bd3c72a85f,4200,development,2,19,15,1,1,-0.01000000,-0.01000000,-3.427024930716e-4
evaluation,96e104bd3c72a85f,4200,development,3,20,14,0,1,-0.02000000,0.01000000,4.720501601696e-5
evaluation,96e104bd3c72a85f,4200,development,3,20,14,1,0,-0.01000000,0.02000000,3.063920885324e-4
evaluation,96e104bd3c72a85f,4200,development,5,22,12,0,1,0.02000000,0.01000000,-1.202927902341e-3
evaluation,96e104bd3c72a85f,4200,development,5,22,12,1,0,0.01000000,0.02000000,-1.256465911865e-4
evaluation,96e104bd3c72a85f,4200,development,7,24,10,0,0,0.02000000,-0.02000000,1.072544604540e-3
evaluation,96e104bd3c72a85f,4200,development,7,24,10,1,1,0.01000000,-0.01000000,5.964376032352e-4
evaluation,96e104bd3c72a85f,4200,development,8,25,9,0,0,-0.02000000,0.02000000,-4.999997909181e-4
evaluation,96e104bd3c72a85f,4200,development,8,25,9,1,1,-0.01000000,0.01000000,-2.284285874339e-4
evaluation,96e104bd3c72a85f,4200,development,9,26,8,0,0,-0.02000000,-0.02000000,-3.704925256898e-5
evaluation,96e104bd3c72a85f,4200,development,9,26,8,1,1,-0.01000000,-0.01000000,-1.362711191177e-5
evaluation,96e104bd3c72a85f,4200,development,10,27,7,0,0,-0.02000000,0.02000000,-7.774171535857e-4
evaluation,96e104bd3c72a85f,4200,development,10,27,7,1,1,-0.01000000,0.01000000,-3.789657203015e-4
evaluation,96e104bd3c72a85f,4200,development,11,28,6,0,1,-0.02000000,-0.01000000,-1.193005591631e-4
evaluation,96e104bd3c72a85f,4200,development,11,28,6,1,0,-0.01000000,-0.02000000,-4.697156327893e-5
evaluation,96e104bd3c72a85f,4200,development,12,29,5,0,0,0.02000000,-0.02000000,-4.773288965225e-4
evaluation,96e104bd3c72a85f,4200,development,12,29,5,1,1,0.01000000,-0.01000000,-2.213455736637e-4
evaluation,96e104bd3c72a85f,4200,development,13,30,4,0,1,-0.02000000,0.01000000,-2.099772245856e-4
evaluation,96e104bd3c72a85f,4200,development,13,30,4,1,0,-0.01000000,0.02000000,6.005043906043e-5
evaluation,96e104bd3c72a85f,4200,development,14,31,3,0,1,0.02000000,0.01000000,-1.860813499661e-4
evaluation,96e104bd3c72a85f,4200,development,14,31,3,1,0,0.01000000,0.02000000,-4.920226638205e-4
evaluation,96e104bd3c72a85f,4200,development,15,32,2,0,1,0.02000000,-0.01000000,3.765920700971e-4
evaluation,96e104bd3c72a85f,4200,development,15,32,2,1,0,0.01000000,-0.02000000,7.995093619684e-5
evaluation,96e104bd3c72a85f,4200,development,16,33,1,0,0,0.02000000,0.02000000,-5.650743842125e-4
evaluation,96e104bd3c72a85f,4200,development,16,33,1,1,1,0.01000000,0.01000000,-2.661434409674e-4
evaluation,96e104bd3c72a85f,4200,development,17,34,0,0,1,0.02000000,-0.01000000,3.032138047274e-4
evaluation,96e104bd3c72a85f,4200,development,17,34,0,1,0,0.01000000,-0.02000000,4.081527295057e-4
evaluation,96e104bd3c72a85f,4200,development,18,35,122,0,0,0.02000000,-0.02000000,2.737219074334e-5
evaluation,96e104bd3c72a85f,4200,development,18,35,122,1,1,0.01000000,-0.01000000,3.193318843842e-5
evaluation,96e104bd3c72a85f,4200,development,19,36,121,0,1,0.02000000,0.01000000,3.254910188843e-5
evaluation,96e104bd3c72a85f,4200,development,19,36,121,1,0,0.01000000,0.02000000,6.584078073502e-5
evaluation,96e104bd3c72a85f,4200,development,20,37,120,0,1,0.02000000,-0.01000000,6.526944343932e-4
evaluation,96e104bd3c72a85f,4200,development,20,37,120,1,0,0.01000000,-0.02000000,3.727786242962e-4
evaluation,96e104bd3c72a85f,4200,development,21,38,119,0,0,0.02000000,0.00000000,-1.601241528988e-4
evaluation,96e104bd3c72a85f,4200,development,21,38,119,1,1,0.01000000,-0.02000000,-7.423882925650e-5
evaluation,96e104bd3c72a85f,4200,development,22,39,118,0,1,0.02000000,-0.01000000,1.618866459467e-3
evaluation,96e104bd3c72a85f,4200,development,22,39,118,1,0,0.01000000,-0.02000000,1.190009177662e-3
evaluation,96e104bd3c72a85f,4200,development,23,40,117,0,1,-0.02000000,-0.01000000,3.593539076974e-5
evaluation,96e104bd3c72a85f,4200,development,23,40,117,1,0,-0.01000000,-0.02000000,-7.667144382140e-5
evaluation,96e104bd3c72a85f,4200,development,24,41,116,0,0,-0.02000000,-0.02000000,7.963056123117e-5
evaluation,96e104bd3c72a85f,4200,development,24,41,116,1,1,-0.01000000,-0.01000000,5.586817860603e-5
evaluation,96e104bd3c72a85f,4200,development,25,42,115,0,1,-0.02000000,-0.02000000,-8.225440979004e-5
evaluation,96e104bd3c72a85f,4200,development,25,42,115,1,0,-0.01000000,0.00000000,-4.087761044502e-5
evaluation,96e104bd3c72a85f,4200,development,26,43,114,0,1,-0.02000000,-0.01000000,-9.445101022720e-5
evaluation,96e104bd3c72a85f,4200,development,26,43,114,1,0,-0.01000000,-0.02000000,-6.981504702708e-5
evaluation,96e104bd3c72a85f,4200,development,27,44,113,0,1,-0.02000000,-0.01000000,1.106200143113e-4
evaluation,96e104bd3c72a85f,4200,development,27,44,113,1,0,-0.01000000,-0.02000000,2.520543930586e-4
evaluation,96e104bd3c72a85f,4200,development,28,45,112,0,1,-0.02000000,-0.01000000,5.792826414108e-6
evaluation,96e104bd3c72a85f,4200,development,28,45,112,1,0,-0.01000000,-0.02000000,-2.342425286770e-4
evaluation,96e104bd3c72a85f,4200,development,29,46,111,0,0,-0.02000000,0.00000000,1.276036073250e-5
evaluation,96e104bd3c72a85f,4200,development,29,46,111,1,1,-0.01000000,-0.02000000,1.331170369667e-5
evaluation,96e104bd3c72a85f,4200,development,30,47,110,0,1,-0.02000000,0.01000000,-1.095663756132e-4
evaluation,96e104bd3c72a85f,4200,development,30,47,110,1,0,-0.01000000,0.02000000,4.140039163758e-5
evaluation,96e104bd3c72a85f,4200,development,31,48,109,0,1,0.00000000,0.01000000,-1.507885754108e-4
evaluation,96e104bd3c72a85f,4200,development,31,48,109,1,0,-0.02000000,0.02000000,-3.024501202162e-4
evaluation,96e104bd3c72a85f,4200,development,32,49,108,0,0,0.00000000,0.02000000,5.576300318353e-4
evaluation,96e104bd3c72a85f,4200,development,32,49,108,1,1,-0.02000000,0.01000000,2.978642878588e-4
evaluation,96e104bd3c72a85f,4200,development,33,50,107,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,development,33,50,107,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,development,34,51,106,0,0,0.00000000,0.02000000,-2.637853322085e-4
evaluation,96e104bd3c72a85f,4200,development,34,51,106,1,1,-0.02000000,0.01000000,-1.313897519140e-4
evaluation,96e104bd3c72a85f,4200,development,35,52,105,0,1,0.00000000,0.01000000,1.374706625938e-4
evaluation,96e104bd3c72a85f,4200,development,35,52,105,1,0,-0.02000000,0.02000000,2.229797391919e-4
evaluation,96e104bd3c72a85f,4200,development,36,53,104,0,0,0.00000000,0.02000000,-1.532236783532e-4
evaluation,96e104bd3c72a85f,4200,development,36,53,104,1,1,-0.02000000,0.01000000,-7.443378126482e-5
evaluation,96e104bd3c72a85f,4200,development,37,54,103,0,0,0.00000000,0.00000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,development,37,54,103,1,1,-0.02000000,-0.02000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,development,38,55,102,0,1,0.00000000,-0.01000000,-1.382033078698e-4
evaluation,96e104bd3c72a85f,4200,development,38,55,102,1,0,-0.02000000,-0.02000000,-2.943066356238e-4
evaluation,96e104bd3c72a85f,4200,development,39,56,101,0,0,0.02000000,-0.02000000,-3.498519363347e-4
evaluation,96e104bd3c72a85f,4200,development,39,56,101,1,1,0.01000000,-0.01000000,-1.701451838017e-4
evaluation,96e104bd3c72a85f,4200,development,41,58,99,0,1,0.02000000,-0.02000000,-2.321315259906e-4
evaluation,96e104bd3c72a85f,4200,development,41,58,99,1,0,0.01000000,0.00000000,-1.127074137912e-4
evaluation,96e104bd3c72a85f,4200,development,42,59,98,0,1,-0.02000000,-0.01000000,-6.665413820883e-5
evaluation,96e104bd3c72a85f,4200,development,42,59,98,1,0,-0.01000000,-0.02000000,-1.983828842640e-4
evaluation,96e104bd3c72a85f,4200,development,43,60,97,0,1,-0.02000000,-0.01000000,-1.232388149219e-5
evaluation,96e104bd3c72a85f,4200,development,43,60,97,1,0,-0.01000000,-0.02000000,-4.764025288750e-5
evaluation,96e104bd3c72a85f,4200,development,45,62,95,0,1,0.02000000,-0.02000000,4.472285509109e-4
evaluation,96e104bd3c72a85f,4200,development,45,62,95,1,0,0.01000000,0.00000000,2.823608519975e-4
evaluation,96e104bd3c72a85f,4200,development,46,63,94,0,1,0.02000000,-0.01000000,-2.043347805738e-3
evaluation,96e104bd3c72a85f,4200,development,46,63,94,1,0,0.01000000,-0.02000000,-1.055290340446e-3
evaluation,96e104bd3c72a85f,4200,development,47,64,93,0,1,-0.02000000,-0.01000000,-9.811110794544e-5
evaluation,96e104bd3c72a85f,4200,development,47,64,93,1,0,-0.01000000,-0.02000000,-3.270929155406e-4
evaluation,96e104bd3c72a85f,4200,development,48,65,92,0,1,-0.02000000,0.01000000,-9.101008618018e-5
evaluation,96e104bd3c72a85f,4200,development,48,65,92,1,0,-0.01000000,0.02000000,-1.449100673199e-4
evaluation,96e104bd3c72a85f,4200,development,49,66,91,0,1,-0.02000000,-0.02000000,-7.443005597452e-5
evaluation,96e104bd3c72a85f,4200,development,49,66,91,1,0,-0.01000000,0.00000000,-3.696854037116e-5
evaluation,96e104bd3c72a85f,4200,development,50,67,90,0,1,-0.02000000,-0.01000000,-3.075519052800e-4
evaluation,96e104bd3c72a85f,4200,development,50,67,90,1,0,-0.01000000,-0.02000000,-3.590999695007e-4
evaluation,96e104bd3c72a85f,4200,development,51,68,89,0,0,-0.02000000,0.02000000,-4.995986819267e-5
evaluation,96e104bd3c72a85f,4200,development,51,68,89,1,1,-0.01000000,0.01000000,6.532917268487e-6
evaluation,96e104bd3c72a85f,4200,development,52,69,88,0,1,-0.02000000,-0.01000000,-1.855480222730e-4
evaluation,96e104bd3c72a85f,4200,development,52,69,88,1,0,-0.01000000,-0.02000000,-5.723747308366e-4
evaluation,96e104bd3c72a85f,4200,development,53,70,87,0,0,-0.02000000,0.00000000,6.751343607903e-5
evaluation,96e104bd3c72a85f,4200,development,53,70,87,1,1,-0.01000000,-0.02000000,4.263967275620e-5
evaluation,96e104bd3c72a85f,4200,development,54,71,86,0,0,-0.02000000,0.00000000,-2.532893267926e-4
evaluation,96e104bd3c72a85f,4200,development,54,71,86,1,1,-0.01000000,-0.02000000,-1.214463263750e-4
evaluation,96e104bd3c72a85f,4200,development,55,72,85,0,1,-0.02000000,-0.02000000,-1.788549125195e-4
evaluation,96e104bd3c72a85f,4200,development,55,72,85,1,0,-0.01000000,0.00000000,-8.715689182281e-5
evaluation,96e104bd3c72a85f,4200,development,56,73,84,0,1,0.02000000,-0.02000000,-1.081588343368e-4
evaluation,96e104bd3c72a85f,4200,development,56,73,84,1,0,0.01000000,0.00000000,-5.380685252021e-5
evaluation,96e104bd3c72a85f,4200,development,57,74,83,0,1,-0.02000000,-0.02000000,-1.465653331252e-4
evaluation,96e104bd3c72a85f,4200,development,57,74,83,1,0,-0.01000000,0.00000000,-7.272636139533e-5
evaluation,96e104bd3c72a85f,4200,development,58,75,82,0,0,0.02000000,0.00000000,3.079821544816e-5
evaluation,96e104bd3c72a85f,4200,development,58,75,82,1,1,0.01000000,-0.02000000,1.786649227142e-5
evaluation,96e104bd3c72a85f,4200,development,59,76,81,0,0,0.02000000,0.00000000,-8.046627044678e-6
evaluation,96e104bd3c72a85f,4200,development,59,76,81,1,1,0.01000000,-0.02000000,-3.398706439839e-6
evaluation,96e104bd3c72a85f,4200,development,60,77,80,0,1,-0.02000000,-0.02000000,-2.686878142413e-4
evaluation,96e104bd3c72a85f,4200,development,60,77,80,1,0,-0.01000000,0.00000000,-1.282940356759e-4
evaluation,96e104bd3c72a85f,4200,development,61,78,79,0,1,-0.01000000,-0.01000000,-4.697876574937e-4
evaluation,96e104bd3c72a85f,4200,development,61,78,79,1,0,-0.02000000,-0.02000000,-1.038666814566e-3
evaluation,96e104bd3c72a85f,4200,evaluation,1,18,16,0,0,-0.02000000,0.02000000,-1.746732741594e-3
evaluation,96e104bd3c72a85f,4200,evaluation,1,18,16,1,1,-0.01000000,0.01000000,-7.344732875936e-4
evaluation,96e104bd3c72a85f,4200,evaluation,2,19,15,0,1,-0.02000000,-0.01000000,-1.956280320883e-4
evaluation,96e104bd3c72a85f,4200,evaluation,2,19,15,1,0,-0.01000000,-0.02000000,-9.481080924161e-4
evaluation,96e104bd3c72a85f,4200,evaluation,3,20,14,0,0,-0.02000000,0.02000000,1.367684453726e-4
evaluation,96e104bd3c72a85f,4200,evaluation,3,20,14,1,1,-0.01000000,0.01000000,1.846160739660e-4
evaluation,96e104bd3c72a85f,4200,evaluation,5,22,12,0,0,0.02000000,0.02000000,-8.585688774474e-4
evaluation,96e104bd3c72a85f,4200,evaluation,5,22,12,1,1,0.01000000,0.01000000,-3.645209071692e-4
evaluation,96e104bd3c72a85f,4200,evaluation,7,24,10,0,1,0.02000000,-0.01000000,5.910036270507e-4
evaluation,96e104bd3c72a85f,4200,evaluation,7,24,10,1,0,0.01000000,-0.02000000,1.078457920812e-3
evaluation,96e104bd3c72a85f,4200,evaluation,8,25,9,0,1,-0.02000000,0.01000000,-3.013660607394e-4
evaluation,96e104bd3c72a85f,4200,evaluation,8,25,9,1,0,-0.01000000,0.02000000,-4.253486695234e-4
evaluation,96e104bd3c72a85f,4200,evaluation,9,26,8,0,1,-0.02000000,-0.01000000,-1.784538289940e-5
evaluation,96e104bd3c72a85f,4200,evaluation,9,26,8,1,0,-0.01000000,-0.02000000,-3.283098340034e-5
evaluation,96e104bd3c72a85f,4200,evaluation,10,27,7,0,1,-0.02000000,0.01000000,-5.029409076087e-4
evaluation,96e104bd3c72a85f,4200,evaluation,10,27,7,1,0,-0.01000000,0.02000000,-6.509038503282e-4
evaluation,96e104bd3c72a85f,4200,evaluation,11,28,6,0,0,-0.02000000,-0.02000000,-1.174987628474e-4
evaluation,96e104bd3c72a85f,4200,evaluation,11,28,6,1,1,-0.01000000,-0.01000000,-5.070802944829e-5
evaluation,96e104bd3c72a85f,4200,evaluation,12,29,5,0,1,0.02000000,-0.01000000,-2.263325004606e-4
evaluation,96e104bd3c72a85f,4200,evaluation,12,29,5,1,0,0.01000000,-0.02000000,-4.717285337392e-4
evaluation,96e104bd3c72a85f,4200,evaluation,13,30,4,0,0,-0.02000000,0.02000000,-1.212172210217e-4
evaluation,96e104bd3c72a85f,4200,evaluation,13,30,4,1,1,-0.01000000,0.01000000,-2.678483724594e-5
evaluation,96e104bd3c72a85f,4200,evaluation,14,31,3,0,0,0.02000000,0.02000000,-4.542699607555e-4
evaluation,96e104bd3c72a85f,4200,evaluation,14,31,3,1,1,0.01000000,0.01000000,-2.204850316048e-4
evaluation,96e104bd3c72a85f,4200,evaluation,15,32,2,0,0,0.02000000,-0.02000000,2.943811414298e-4
evaluation,96e104bd3c72a85f,4200,evaluation,15,32,2,1,1,0.01000000,-0.01000000,1.621618866920e-4
evaluation,96e104bd3c72a85f,4200,evaluation,16,33,1,0,1,0.02000000,0.01000000,-3.758097591344e-4
evaluation,96e104bd3c72a85f,4200,evaluation,16,33,1,1,0,0.01000000,0.02000000,-4.554055631161e-4
evaluation,96e104bd3c72a85f,4200,evaluation,17,34,0,0,0,0.02000000,-0.02000000,4.616727528628e-4
evaluation,96e104bd3c72a85f,4200,evaluation,17,34,0,1,1,0.01000000,-0.01000000,2.498266694602e-4
evaluation,96e104bd3c72a85f,4200,evaluation,18,35,122,0,1,0.02000000,-0.01000000,2.494951149856e-5
evaluation,96e104bd3c72a85f,4200,evaluation,18,35,122,1,0,0.01000000,-0.02000000,4.214048385620e-5
evaluation,96e104bd3c72a85f,4200,evaluation,19,36,121,0,0,0.02000000,0.02000000,5.600477379630e-5
evaluation,96e104bd3c72a85f,4200,evaluation,19,36,121,1,1,0.01000000,0.01000000,3.951042890549e-5
evaluation,96e104bd3c72a85f,4200,evaluation,20,37,120,0,0,0.02000000,-0.02000000,6.610329146497e-4
evaluation,96e104bd3c72a85f,4200,evaluation,20,37,120,1,1,0.01000000,-0.01000000,3.648934361991e-4
evaluation,96e104bd3c72a85f,4200,evaluation,21,38,119,0,1,0.02000000,-0.02000000,-1.601241528988e-4
evaluation,96e104bd3c72a85f,4200,evaluation,21,38,119,1,0,0.01000000,0.00000000,-7.423882925650e-5
evaluation,96e104bd3c72a85f,4200,evaluation,22,39,118,0,0,0.02000000,-0.02000000,1.723004505038e-3
evaluation,96e104bd3c72a85f,4200,evaluation,22,39,118,1,1,0.01000000,-0.01000000,1.042918651365e-3
evaluation,96e104bd3c72a85f,4200,evaluation,23,40,117,0,0,-0.02000000,-0.02000000,-2.748643419181e-5
evaluation,96e104bd3c72a85f,4200,evaluation,23,40,117,1,1,-0.01000000,-0.01000000,-1.324837376160e-5
evaluation,96e104bd3c72a85f,4200,evaluation,24,41,116,0,1,-0.02000000,-0.01000000,3.496060890029e-5
evaluation,96e104bd3c72a85f,4200,evaluation,24,41,116,1,0,-0.01000000,-0.02000000,1.004859805107e-4
evaluation,96e104bd3c72a85f,4200,evaluation,25,42,115,0,0,-0.02000000,0.00000000,-8.225440979004e-5
evaluation,96e104bd3c72a85f,4200,evaluation,25,42,115,1,1,-0.01000000,-0.02000000,-4.087761044502e-5
evaluation,96e104bd3c72a85f,4200,evaluation,26,43,114,0,0,-0.02000000,-0.02000000,-1.124702394009e-4
evaluation,96e104bd3c72a85f,4200,evaluation,26,43,114,1,1,-0.01000000,-0.01000000,-5.204913395573e-5
evaluation,96e104bd3c72a85f,4200,evaluation,27,44,113,0,0,-0.02000000,-0.02000000,2.394417970208e-4
evaluation,96e104bd3c72a85f,4200,evaluation,27,44,113,1,1,-0.01000000,-0.01000000,1.232313661603e-4
evaluation,96e104bd3c72a85f,4200,evaluation,28,45,112,0,0,-0.02000000,-0.02000000,-1.562659890624e-4
evaluation,96e104bd3c72a85f,4200,evaluation,28,45,112,1,1,-0.01000000,-0.01000000,-7.217874372145e-5
evaluation,96e104bd3c72a85f,4200,evaluation,29,46,111,0,1,-0.02000000,-0.02000000,1.276036073250e-5
evaluation,96e104bd3c72a85f,4200,evaluation,29,46,111,1,0,-0.01000000,0.00000000,1.331170369667e-5
evaluation,96e104bd3c72a85f,4200,evaluation,30,47,110,0,0,-0.02000000,0.02000000,-8.986207103590e-5
evaluation,96e104bd3c72a85f,4200,evaluation,30,47,110,1,1,-0.01000000,0.01000000,1.280754804611e-5
evaluation,96e104bd3c72a85f,4200,evaluation,31,48,109,0,0,0.00000000,0.02000000,-3.024501202162e-4
evaluation,96e104bd3c72a85f,4200,evaluation,31,48,109,1,1,-0.02000000,0.01000000,-1.507885754108e-4
evaluation,96e104bd3c72a85f,4200,evaluation,32,49,108,0,1,0.00000000,0.01000000,2.978642878588e-4
evaluation,96e104bd3c72a85f,4200,evaluation,32,49,108,1,0,-0.02000000,0.02000000,5.576300318353e-4
evaluation,96e104bd3c72a85f,4200,evaluation,33,50,107,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,evaluation,33,50,107,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,evaluation,34,51,106,0,1,0.00000000,0.01000000,-1.313897519140e-4
evaluation,96e104bd3c72a85f,4200,evaluation,34,51,106,1,0,-0.02000000,0.02000000,-2.637853322085e-4
evaluation,96e104bd3c72a85f,4200,evaluation,35,52,105,0,0,0.00000000,0.02000000,2.229797391919e-4
evaluation,96e104bd3c72a85f,4200,evaluation,35,52,105,1,1,-0.02000000,0.01000000,1.374706625938e-4
evaluation,96e104bd3c72a85f,4200,evaluation,36,53,104,0,1,0.00000000,0.01000000,-7.443378126482e-5
evaluation,96e104bd3c72a85f,4200,evaluation,36,53,104,1,0,-0.02000000,0.02000000,-1.532236783532e-4
evaluation,96e104bd3c72a85f,4200,evaluation,37,54,103,0,1,0.00000000,-0.02000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,evaluation,37,54,103,1,0,-0.02000000,0.00000000,0.000000000000e0
evaluation,96e104bd3c72a85f,4200,evaluation,38,55,102,0,0,0.00000000,-0.02000000,-2.943066356238e-4
evaluation,96e104bd3c72a85f,4200,evaluation,38,55,102,1,1,-0.02000000,-0.01000000,-1.382033078698e-4
evaluation,96e104bd3c72a85f,4200,evaluation,39,56,101,0,1,0.02000000,-0.01000000,-2.599395811558e-4
evaluation,96e104bd3c72a85f,4200,evaluation,39,56,101,1,0,0.01000000,-0.02000000,-2.595359983388e-4
evaluation,96e104bd3c72a85f,4200,evaluation,41,58,99,0,0,0.02000000,0.00000000,-2.321315259906e-4
evaluation,96e104bd3c72a85f,4200,evaluation,41,58,99,1,1,0.01000000,-0.02000000,-1.127074137912e-4
evaluation,96e104bd3c72a85f,4200,evaluation,42,59,98,0,0,-0.02000000,-0.02000000,-1.780192105798e-4
evaluation,96e104bd3c72a85f,4200,evaluation,42,59,98,1,1,-0.01000000,-0.01000000,-8.480126416543e-5
evaluation,96e104bd3c72a85f,4200,evaluation,43,60,97,0,0,-0.02000000,-0.02000000,-5.352373045753e-5
evaluation,96e104bd3c72a85f,4200,evaluation,43,60,97,1,1,-0.01000000,-0.01000000,-4.151836037636e-6
evaluation,96e104bd3c72a85f,4200,evaluation,45,62,95,0,0,0.02000000,0.00000000,4.472285509109e-4
evaluation,96e104bd3c72a85f,4200,evaluation,45,62,95,1,1,0.01000000,-0.02000000,2.823608519975e-4
evaluation,96e104bd3c72a85f,4200,evaluation,46,63,94,0,0,0.02000000,-0.02000000,-2.181205898523e-3
evaluation,96e104bd3c72a85f,4200,evaluation,46,63,94,1,1,0.01000000,-0.01000000,-9.608380496502e-4
evaluation,96e104bd3c72a85f,4200,evaluation,47,64,93,0,0,-0.02000000,-0.02000000,-2.924700675067e-4
evaluation,96e104bd3c72a85f,4200,evaluation,47,64,93,1,1,-0.01000000,-0.01000000,-1.336354762316e-4
evaluation,96e104bd3c72a85f,4200,evaluation,48,65,92,0,0,-0.02000000,0.02000000,-1.856051385403e-4
evaluation,96e104bd3c72a85f,4200,evaluation,48,65,92,1,1,-0.01000000,0.01000000,-5.058075112174e-5
evaluation,96e104bd3c72a85f,4200,evaluation,49,66,91,0,0,-0.02000000,0.00000000,-7.443005597452e-5
evaluation,96e104bd3c72a85f,4200,evaluation,49,66,91,1,1,-0.01000000,-0.02000000,-3.696854037116e-5
evaluation,96e104bd3c72a85f,4200,evaluation,50,67,90,0,0,-0.02000000,-0.02000000,-4.538366047200e-4
evaluation,96e104bd3c72a85f,4200,evaluation,50,67,90,1,1,-0.01000000,-0.01000000,-2.137801347999e-4
evaluation,96e104bd3c72a85f,4200,evaluation,51,68,89,0,1,-0.02000000,0.01000000,-3.718088191818e-5
evaluation,96e104bd3c72a85f,4200,evaluation,51,68,89,1,0,-0.01000000,0.02000000,-5.334615707397e-6
evaluation,96e104bd3c72a85f,4200,evaluation,52,69,88,0,0,-0.02000000,-0.02000000,-5.150822107680e-4
evaluation,96e104bd3c72a85f,4200,evaluation,52,69,88,1,1,-0.01000000,-0.01000000,-2.428057341604e-4
evaluation,96e104bd3c72a85f,4200,evaluation,53,70,87,0,1,-0.02000000,-0.02000000,6.751343607903e-5
evaluation,96e104bd3c72a85f,4200,evaluation,53,70,87,1,0,-0.01000000,0.00000000,4.263967275620e-5
evaluation,96e104bd3c72a85f,4200,evaluation,54,71,86,0,1,-0.02000000,-0.02000000,-2.532893267926e-4
evaluation,96e104bd3c72a85f,4200,evaluation,54,71,86,1,0,-0.01000000,0.00000000,-1.214463263750e-4
evaluation,96e104bd3c72a85f,4200,evaluation,55,72,85,0,0,-0.02000000,0.00000000,-1.788549125195e-4
evaluation,96e104bd3c72a85f,4200,evaluation,55,72,85,1,1,-0.01000000,-0.02000000,-8.715689182281e-5
evaluation,96e104bd3c72a85f,4200,evaluation,56,73,84,0,0,0.02000000,0.00000000,-1.081588343368e-4
evaluation,96e104bd3c72a85f,4200,evaluation,56,73,84,1,1,0.01000000,-0.02000000,-5.380685252021e-5
evaluation,96e104bd3c72a85f,4200,evaluation,57,74,83,0,0,-0.02000000,0.00000000,-1.465653331252e-4
evaluation,96e104bd3c72a85f,4200,evaluation,57,74,83,1,1,-0.01000000,-0.02000000,-7.272636139533e-5
evaluation,96e104bd3c72a85f,4200,evaluation,58,75,82,0,1,0.02000000,-0.02000000,3.079821544816e-5
evaluation,96e104bd3c72a85f,4200,evaluation,58,75,82,1,0,0.01000000,0.00000000,1.786649227142e-5
evaluation,96e104bd3c72a85f,4200,evaluation,59,76,81,0,1,0.02000000,-0.02000000,-8.046627044678e-6
evaluation,96e104bd3c72a85f,4200,evaluation,59,76,81,1,0,0.01000000,0.00000000,-3.398706439839e-6
evaluation,96e104bd3c72a85f,4200,evaluation,60,77,80,0,0,-0.02000000,0.00000000,-2.686878142413e-4
evaluation,96e104bd3c72a85f,4200,evaluation,60,77,80,1,1,-0.01000000,-0.02000000,-1.282940356759e-4
evaluation,96e104bd3c72a85f,4200,evaluation,61,78,79,0,0,-0.01000000,-0.02000000,-1.172636984847e-3
evaluation,96e104bd3c72a85f,4200,evaluation,61,78,79,1,1,-0.02000000,-0.01000000,-3.358100948390e-4
evaluation,205ad7c3918e64fb,600,development,1,108,106,0,0,0.02000000,0.00000000,-1.161048840004e-5
evaluation,205ad7c3918e64fb,600,development,1,108,106,1,1,0.01000000,-0.02000000,-5.584210157394e-6
evaluation,205ad7c3918e64fb,600,development,2,109,105,0,0,0.02000000,0.02000000,1.884903758764e-4
evaluation,205ad7c3918e64fb,600,development,2,109,105,1,1,0.01000000,0.01000000,9.764047717908e-5
evaluation,205ad7c3918e64fb,600,development,3,110,104,0,1,0.02000000,0.01000000,4.904965749120e-7
evaluation,205ad7c3918e64fb,600,development,3,110,104,1,0,0.01000000,0.02000000,-1.155522932095e-5
