role,seed,step,action_split,block,left_parameter,right_parameter,left_rank,right_rank,left_delta,right_delta,utility_alpha_0_5,utility_alpha_1,utility_alpha_2
development,a83d26f1c59740be,2400,evaluation,15,20,161,0,0,0.02000000,-0.02000000,1.691021025181e-4,2.914046344813e-4,4.123380931560e-4
development,a83d26f1c59740be,2400,evaluation,15,20,161,1,1,0.01000000,-0.01000000,9.201715147356e-5,1.691021025181e-4,2.914046344813e-4
development,a83d26f1c59740be,2400,evaluation,16,21,160,0,0,-0.02000000,-0.02000000,3.247801214457e-4,5.557748372667e-4,8.989870548248e-4
development,a83d26f1c59740be,2400,evaluation,16,21,160,1,1,-0.01000000,-0.01000000,1.688158808975e-4,3.247801214457e-4,5.557748372667e-4
development,a83d26f1c59740be,2400,evaluation,17,22,159,0,0,-0.02000000,0.02000000,-4.445960221346e-4,-9.938454022631e-4,-2.319426508620e-3
development,a83d26f1c59740be,2400,evaluation,17,22,159,1,1,-0.01000000,0.01000000,-2.094699739246e-4,-4.445960221346e-4,-9.938454022631e-4
development,a83d26f1c59740be,2400,evaluation,18,23,158,0,1,-0.02000000,0.01000000,-3.967968223151e-4,-8.342377841473e-4,-1.865685568191e-3
development,a83d26f1c59740be,2400,evaluation,18,23,158,1,0,-0.01000000,0.02000000,-1.476338802604e-4,-3.101887705270e-4,-6.723739206791e-4
development,a83d26f1c59740be,2400,evaluation,19,24,157,0,0,0.02000000,-0.02000000,-1.087784767151e-4,-2.237353473902e-4,-4.819091409445e-4
development,a83d26f1c59740be,2400,evaluation,19,24,157,1,1,0.01000000,-0.01000000,-5.362245065044e-5,-1.087784767151e-4,-2.237353473902e-4
development,a83d26f1c59740be,2400,evaluation,20,25,156,0,1,0.02000000,0.01000000,1.118549480452e-4,2.126041799784e-4,3.386382013559e-4
development,a83d26f1c59740be,2400,evaluation,20,25,156,1,0,0.01000000,0.02000000,5.412722748588e-5,1.051189974532e-4,1.976204366656e-4
development,a83d26f1c59740be,2400,evaluation,21,26,155,0,0,-0.02000000,0.02000000,2.795612963382e-4,5.401105736382e-4,9.937820723280e-4
development,a83d26f1c59740be,2400,evaluation,21,26,155,1,1,-0.01000000,0.01000000,1.421639026375e-4,2.795612963382e-4,5.401105736382e-4
development,a83d26f1c59740be,2400,evaluation,22,27,154,0,1,-0.02000000,0.01000000,1.318870781688e-4,2.253080456285e-4,3.363694995642e-4
development,a83d26f1c59740be,2400,evaluation,22,27,154,1,0,-0.01000000,0.02000000,7.687695324421e-5,1.383063645335e-4,1.890119165182e-4
development,a83d26f1c59740be,2400,evaluation,23,28,153,0,0,0.02000000,0.02000000,1.444096415071e-4,2.781568618957e-4,6.254470790736e-4
development,a83d26f1c59740be,2400,evaluation,23,28,153,1,1,0.01000000,0.01000000,7.351735985139e-5,1.444096415071e-4,2.781568618957e-4
development,a83d26f1c59740be,2400,evaluation,24,29,152,0,1,0.02000000,0.01000000,-4.233730214764e-5,-9.245177352568e-5,-2.240582107333e-4
development,a83d26f1c59740be,2400,evaluation,24,29,152,1,0,0.01000000,0.02000000,1.862645149231e-9,-1.821046112127e-6,-1.285225152969e-5
development,a83d26f1c59740be,2400,evaluation,25,30,151,0,1,-0.02000000,-0.01000000,-1.985020935535e-5,-5.556456744671e-5,-1.690151839284e-4
development,a83d26f1c59740be,2400,evaluation,25,30,151,1,0,-0.01000000,-0.02000000,-6.539126388816e-6,-1.773424446583e-5,-5.785810571979e-5
development,a83d26f1c59740be,2400,evaluation,26,31,150,0,0,0.02000000,-0.02000000,3.260349330958e-4,6.232919986360e-4,1.163803040981e-3
development,a83d26f1c59740be,2400,evaluation,26,31,150,1,1,0.01000000,-0.01000000,1.642971037654e-4,3.260349330958e-4,6.232919986360e-4
development,a83d26f1c59740be,2400,evaluation,27,32,149,0,0,-0.02000000,0.00000000,-5.198146027396e-5,-1.186219378724e-4,-3.009767679032e-4
development,a83d26f1c59740be,2400,evaluation,27,32,149,1,1,-0.01000000,-0.02000000,-2.403060534562e-5,-5.197649079491e-5,-1.186119989143e-4
development,a83d26f1c59740be,2400,evaluation,28,33,148,0,1,-0.02000000,-0.01000000,-2.079593687085e-4,-4.329010844231e-4,-9.236552868970e-4
development,a83d26f1c59740be,2400,evaluation,28,33,148,1,0,-0.01000000,-0.02000000,-1.222081482410e-4,-2.488382160664e-4,-5.143508315086e-4
development,a83d26f1c59740be,2400,evaluation,29,34,147,0,0,0.02000000,-0.02000000,-3.690905869007e-4,-7.664586300962e-4,-1.723028137349e-3
development,a83d26f1c59740be,2400,evaluation,29,34,147,1,1,0.01000000,-0.01000000,-1.810056419345e-4,-3.690905869007e-4,-7.664586300962e-4
development,a83d26f1c59740be,2400,evaluation,30,35,146,0,0,-0.02000000,-0.02000000,3.740514221136e-4,7.306523621082e-4,1.395184546709e-3
development,a83d26f1c59740be,2400,evaluation,30,35,146,1,1,-0.01000000,-0.01000000,1.891901047202e-4,3.740514221136e-4,7.306523621082e-4
development,a83d26f1c59740be,2400,evaluation,31,36,145,0,0,-0.02000000,-0.02000000,-6.478963041445e-5,-2.372531889705e-4,-6.672317977063e-4
development,a83d26f1c59740be,2400,evaluation,31,36,145,1,1,-0.01000000,-0.01000000,-2.894798853958e-5,-6.478963041445e-5,-2.372531889705e-4
development,a83d26f1c59740be,2400,evaluation,32,37,144,0,1,-0.02000000,-0.01000000,7.902830839157e-5,1.473861484556e-4,1.674592494965e-4
development,a83d26f1c59740be,2400,evaluation,32,37,144,1,0,-0.01000000,-0.02000000,3.259132427047e-5,6.217633927008e-5,1.129719094024e-4
development,a83d26f1c59740be,2400,evaluation,33,38,143,0,0,0.02000000,0.02000000,-2.335285098525e-4,-5.022846162319e-4,-1.132179051638e-3
development,a83d26f1c59740be,2400,evaluation,33,38,143,1,1,0.01000000,0.01000000,-1.122069879784e-4,-2.335285098525e-4,-5.022846162319e-4
development,a83d26f1c59740be,2400,evaluation,34,39,142,0,0,0.02000000,-0.02000000,-2.407773135928e-4,-5.023970152251e-4,-9.852392831817e-4
development,a83d26f1c59740be,2400,evaluation,34,39,142,1,1,0.01000000,-0.01000000,-1.176707446575e-4,-2.407773135928e-4,-5.023970152251e-4
development,a83d26f1c59740be,2400,evaluation,35,40,141,0,1,-0.02000000,-0.01000000,-2.966945430671e-5,-9.724994743010e-5,-3.005185571965e-4
development,a83d26f1c59740be,2400,evaluation,35,40,141,1,0,-0.01000000,-0.02000000,-1.222019363922e-5,-2.937639692391e-5,-9.666383266449e-5
development,a83d26f1c59740be,2400,evaluation,36,41,140,0,1,-0.02000000,-0.01000000,-1.263202429982e-4,-2.547763288021e-4,-5.988844786771e-4
development,a83d26f1c59740be,2400,evaluation,36,41,140,1,0,-0.01000000,-0.02000000,-9.273365139961e-5,-1.748750655679e-4,-3.773526696023e-4
development,a83d26f1c59740be,2400,evaluation,37,42,139,0,1,0.02000000,-0.01000000,-8.406738197664e-5,-2.120584249496e-4,-6.204023957253e-4
development,a83d26f1c59740be,2400,evaluation,37,42,139,1,0,0.01000000,-0.02000000,-9.635960304877e-5,-2.555511891842e-4,-8.935201913118e-4
development,a83d26f1c59740be,2400,evaluation,38,43,138,0,0,-0.02000000,-0.02000000,3.171029311488e-5,-1.197618712467e-5,-3.057662397623e-4
development,a83d26f1c59740be,2400,evaluation,38,43,138,1,1,-0.01000000,-0.01000000,2.586282789707e-5,3.171029311488e-5,-1.197618712467e-5
development,a83d26f1c59740be,2400,evaluation,39,44,137,0,0,-0.02000000,0.02000000,-2.023018896580e-5,-7.171867036959e-5,-2.585680631455e-4
development,a83d26f1c59740be,2400,evaluation,39,44,137,1,1,-0.01000000,0.01000000,-5.240862719802e-6,-2.023018896580e-5,-7.171867036959e-5
development,a83d26f1c59740be,2400,evaluation,40,45,136,0,1,0.02000000,0.01000000,-4.486988109420e-5,-9.598644828657e-5,-2.354426978854e-4
development,a83d26f1c59740be,2400,evaluation,40,45,136,1,0,0.01000000,0.02000000,5.535222589970e-5,1.263649464818e-4,2.503115683794e-4
development,a83d26f1c59740be,2400,evaluation,41,46,135,0,0,0.02000000,0.02000000,-1.338056026725e-4,-3.015150723513e-4,-7.260075653903e-4
development,a83d26f1c59740be,2400,evaluation,41,46,135,1,1,0.01000000,0.01000000,-6.190501153469e-5,-1.338056026725e-4,-3.015150723513e-4
development,a83d26f1c59740be,2400,evaluation,42,47,134,0,0,-0.02000000,-0.02000000,-3.970476609538e-5,-1.050885766745e-4,-2.941433340311e-4
development,a83d26f1c59740be,2400,evaluation,42,47,134,1,1,-0.01000000,-0.01000000,-1.640866139496e-5,-3.970476609538e-5,-1.050885766745e-4
development,a83d26f1c59740be,2400,evaluation,43,48,133,0,0,0.02000000,0.02000000,-6.461950397352e-5,-2.214883716078e-4,-6.434079259634e-4
development,a83d26f1c59740be,2400,evaluation,43,48,133,1,1,0.01000000,0.01000000,-3.732740879059e-6,-6.461950397352e-5,-2.214883716078e-4
development,a83d26f1c59740be,2400,evaluation,44,49,132,0,0,0.02000000,-0.02000000,-2.916933444794e-4,-6.049877847545e-4,-1.302108750679e-3
development,a83d26f1c59740be,2400,evaluation,44,49,132,1,1,0.01000000,-0.01000000,-1.432653516531e-4,-2.916933444794e-4,-6.049877847545e-4
development,a83d26f1c59740be,2400,evaluation,45,50,131,0,1,-0.02000000,0.01000000,1.978216023417e-4,3.500195743982e-4,5.038187955506e-4
development,a83d26f1c59740be,2400,evaluation,45,50,131,1,0,-0.01000000,0.02000000,1.237454562215e-4,2.326803951291e-4,4.120183584746e-4
development,a83d26f1c59740be,2400,evaluation,46,51,130,0,1,-0.02000000,0.01000000,-3.362447023392e-5,-1.726442278596e-4,-6.224091048352e-4
development,a83d26f1c59740be,2400,evaluation,46,51,130,1,0,-0.01000000,0.02000000,1.404744853062e-5,1.448641251045e-5,-7.934185123304e-5
development,a83d26f1c59740be,2400,evaluation,47,52,129,0,0,0.02000000,-0.02000000,-2.410120068816e-4,-5.732725257985e-4,-1.397248357534e-3
development,a83d26f1c59740be,2400,evaluation,47,52,129,1,1,0.01000000,-0.01000000,-1.082730814232e-4,-2.410120068816e-4,-5.732725257985e-4
development,a83d26f1c59740be,2400,evaluation,48,53,128,0,0,0.02000000,0.02000000,6.466545164585e-5,9.626895189285e-5,7.794859266141e-5
development,a83d26f1c59740be,2400,evaluation,48,53,128,1,1,0.01000000,0.01000000,3.737645965884e-5,6.466545164585e-5,9.626895189285e-5
development,a83d26f1c59740be,2400,evaluation,49,54,127,0,1,-0.02000000,-0.01000000,-4.099582729395e-4,-8.833222091198e-4,-1.993426354602e-3
development,a83d26f1c59740be,2400,evaluation,49,54,127,1,0,-0.01000000,-0.02000000,-1.939367502928e-4,-3.921383467969e-4,-8.566044270992e-4
development,a83d26f1c59740be,2400,evaluation,50,55,126,0,1,-0.02000000,0.01000000,-4.180160758551e-4,-8.853040635586e-4,-2.014810917899e-3
development,a83d26f1c59740be,2400,evaluation,50,55,126,1,0,-0.01000000,0.02000000,-2.896444348153e-4,-5.955522065051e-4,-1.262795180082e-3
development,a83d26f1c59740be,2400,evaluation,51,56,125,0,1,-0.02000000,0.01000000,-6.165355443954e-5,-1.818786113290e-4,-5.231766845100e-4
development,a83d26f1c59740be,2400,evaluation,51,56,125,1,0,-0.01000000,0.02000000,1.572072505951e-6,-1.140373478847e-5,-8.382586383959e-5
development,a83d26f1c59740be,2400,evaluation,52,57,124,0,0,0.02000000,0.02000000,-2.365621367062e-5,-1.049190759659e-4,-4.944528336637e-4
development,a83d26f1c59740be,2400,evaluation,52,57,124,1,1,0.01000000,0.01000000,-1.946464180946e-6,-2.365621367062e-5,-1.049190759659e-4
development,a83d26f1c59740be,2400,evaluation,53,58,123,0,1,-0.02000000,-0.01000000,-2.529192715883e-4,-6.128412787803e-4,-1.471430063248e-3
development,a83d26f1c59740be,2400,evaluation,53,58,123,1,0,-0.01000000,-0.02000000,-1.101189627661e-4,-2.457251248416e-4,-5.164438043721e-4
development,a83d26f1c59740be,2400,evaluation,54,59,122,0,0,0.02000000,-0.02000000,1.180140898214e-4,1.608002930880e-4,3.042941352760e-5
development,a83d26f1c59740be,2400,evaluation,54,59,122,1,1,0.01000000,-0.01000000,6.620585918427e-5,1.180140898214e-4,1.608002930880e-4
development,a83d26f1c59740be,2400,evaluation,55,60,121,0,1,0.02000000,0.01000000,-3.655819746200e-4,-8.068258757703e-4,-1.948711811565e-3
development,a83d26f1c59740be,2400,evaluation,55,60,121,1,0,0.01000000,0.02000000,-1.777360885171e-4,-3.832417132799e-4,-8.654228295200e-4
development,a83d26f1c59740be,2400,evaluation,56,61,120,0,1,-0.02000000,-0.01000000,4.152705150773e-5,-2.168367245758e-5,-3.016510454472e-4
development,a83d26f1c59740be,2400,evaluation,56,61,120,1,0,-0.01000000,-0.02000000,3.203749656677e-7,-2.493523061275e-5,-1.613926142454e-4
development,a83d26f1c59740be,2400,evaluation,57,62,119,0,1,0.00000000,-0.01000000,8.940696716309e-8,1.738468853318e-7,3.526608054472e-7
development,a83d26f1c59740be,2400,evaluation,57,62,119,1,0,0.00500000,-0.02000000,1.020201816573e-4,1.993961632252e-4,3.719422966242e-4
development,a83d26f1c59740be,2400,evaluation,58,63,118,0,1,0.02000000,-0.02000000,2.096109092236e-4,3.777276724577e-4,5.532956565730e-4
development,a83d26f1c59740be,2400,evaluation,58,63,118,1,0,0.01000000,0.00000000,1.096793785109e-4,2.096109092236e-4,3.777276724577e-4
development,a83d26f1c59740be,2400,evaluation,59,64,117,0,1,-0.02000000,-0.02000000,-3.731933611562e-5,-1.567161380081e-4,-6.279132212512e-4
development,a83d26f1c59740be,2400,evaluation,59,64,117,1,0,-0.01000000,0.00000000,-7.940456271172e-6,-3.731933611562e-5,-1.567161380081e-4
development,a83d26f1c59740be,2400,evaluation,60,65,116,0,0,-0.02000000,-0.02000000,-5.373979729484e-5,-1.221808342962e-4,-2.697644231375e-4
development,a83d26f1c59740be,2400,evaluation,60,65,116,1,1,-0.01000000,-0.01000000,-2.357549965382e-5,-5.373979729484e-5,-1.221808342962e-4
development,a83d26f1c59740be,2400,evaluation,61,66,115,0,1,-0.02000000,-0.02000000,2.009930758504e-4,2.689299581107e-4,1.873131841421e-4
development,a83d26f1c59740be,2400,evaluation,61,66,115,1,0,-0.01000000,0.00000000,1.144955531345e-4,2.009930758504e-4,2.689299581107e-4
development,a83d26f1c59740be,2400,evaluation,62,67,114,0,1,0.02000000,-0.02000000,-2.483651041985e-5,-5.935753506492e-5,-1.915923057823e-4
development,a83d26f1c59740be,2400,evaluation,62,67,114,1,0,0.01000000,0.00000000,-1.120132674259e-5,-2.483651041985e-5,-5.935753506492e-5
development,a83d26f1c59740be,2400,evaluation,63,68,113,0,1,0.02000000,-0.01000000,-6.038260835339e-5,-1.414654107066e-4,-3.631146100815e-4
development,a83d26f1c59740be,2400,evaluation,63,68,113,1,0,0.01000000,-0.02000000,-2.756218054856e-5,-6.027333438396e-5,-1.412518322468e-4
development,a83d26f1c59740be,2400,evaluation,64,69,112,0,0,0.02000000,-0.02000000,-1.302448363276e-4,-2.900995314121e-4,-7.176889921539e-4
development,a83d26f1c59740be,2400,evaluation,64,69,112,1,1,0.01000000,-0.01000000,-5.872175097466e-5,-1.302448363276e-4,-2.900995314121e-4
development,a83d26f1c59740be,2400,evaluation,65,70,111,0,0,0.02000000,-0.02000000,1.291266380576e-4,1.639531255933e-4,9.195134043694e-5
development,a83d26f1c59740be,2400,evaluation,65,70,111,1,1,0.01000000,-0.01000000,6.854037201265e-5,1.291266380576e-4,1.639531255933e-4
development,a83d26f1c59740be,2400,evaluation,66,71,110,0,0,-0.02000000,0.00000000,3.528532761266e-5,-3.788868707488e-5,-3.723508270923e-4
development,a83d26f1c59740be,2400,evaluation,66,71,110,1,1,-0.01000000,-0.02000000,3.368345278432e-5,4.709511995316e-5,-1.545374652778e-5
development,a83d26f1c59740be,2400,evaluation,67,72,109,0,0,0.02000000,0.00000000,4.573042315315e-5,9.056242561201e-5,1.768364309100e-4
development,a83d26f1c59740be,2400,evaluation,67,72,109,1,1,0.01000000,-0.02000000,8.609767064627e-6,1.697055995464e-5,3.295019268990e-5
development,a83d26f1c59740be,2400,evaluation,68,73,108,0,1,0.02000000,-0.01000000,1.425792743248e-5,2.842272260750e-5,5.785065513919e-5
development,a83d26f1c59740be,2400,evaluation,68,73,108,1,0,0.01000000,-0.02000000,-1.771934330463e-5,-3.557031232049e-5,-7.173853373388e-5
development,a83d26f1c59740be,2400,evaluation,69,74,107,0,0,0.02000000,-0.02000000,5.143880844116e-5,1.062483861460e-4,2.074322401313e-4
development,a83d26f1c59740be,2400,evaluation,69,74,107,1,1,0.01000000,-0.01000000,2.582930028439e-5,5.143880844116e-5,1.062483861460e-4
development,a83d26f1c59740be,2400,evaluation,70,75,106,0,1,0.02000000,-0.01000000,4.280482608010e-5,1.015098168864e-4,2.296331076650e-4
development,a83d26f1c59740be,2400,evaluation,70,75,106,1,0,0.01000000,-0.02000000,1.349734793621e-5,2.679166755115e-5,7.078237831593e-5
development,a83d26f1c59740be,2400,evaluation,71,76,105,0,1,0.02000000,-0.01000000,5.860130113433e-5,1.226017920999e-4,2.561490982771e-4
development,a83d26f1c59740be,2400,evaluation,71,76,105,1,0,0.01000000,-0.02000000,2.889148890972e-5,5.773454904556e-5,1.208515241160e-4
development,a83d26f1c59740be,2400,evaluation,72,77,104,0,0,0.02000000,-0.02000000,7.408795499941e-5,1.466330140829e-4,3.036776033696e-4
development,a83d26f1c59740be,2400,evaluation,72,77,104,1,1,0.01000000,-0.01000000,3.756769001484e-5,7.408795499941e-5,1.466330140829e-4
development,a83d26f1c59740be,2400,evaluation,73,78,103,0,0,0.02000000,-0.02000000,-2.344014683331e-5,-8.655650162837e-5,-3.118862805422e-4
development,a83d26f1c59740be,2400,evaluation,73,78,103,1,1,0.01000000,-0.01000000,-6.429230325011e-6,-2.344014683331e-5,-8.655650162837e-5
development,a83d26f1c59740be,2400,evaluation,74,79,102,0,1,0.02000000,-0.01000000,-1.400566397933e-4,-2.892104384955e-4,-6.128642708063e-4
development,a83d26f1c59740be,2400,evaluation,74,79,102,1,0,0.01000000,-0.02000000,-3.283967671450e-4,-6.912313401699e-4,-1.531753106974e-3
development,a83d26f1c59740be,2400,evaluation,75,80,101,0,0,0.02000000,-0.02000000,5.175669866730e-5,7.814355194569e-5,9.647880688135e-6
development,a83d26f1c59740be,2400,evaluation,75,80,101,1,1,0.01000000,-0.01000000,3.177548569511e-5,5.175669866730e-5,7.814355194569e-5
development,a83d26f1c59740be,2400,evaluation,76,81,100,0,1,0.02000000,-0.01000000,2.509852311050e-5,4.602472108672e-5,7.540484511992e-5
development,a83d26f1c59740be,2400,evaluation,76,81,100,1,0,0.01000000,-0.02000000,1.540407538414e-5,1.526623964310e-5,-3.107202428509e-5
development,a83d26f1c59740be,2400,evaluation,77,82,99,0,1,0.02000000,-0.01000000,7.204463327071e-5,1.388378441334e-4,2.582408487797e-4
development,a83d26f1c59740be,2400,evaluation,77,82,99,1,0,0.01000000,-0.02000000,1.112309619202e-4,2.158613206120e-4,3.998229803983e-4
development,a83d26f1c59740be,2400,evaluation,78,83,98,0,0,0.02000000,0.02000000,3.469486910035e-5,4.987728971173e-5,3.070943057537e-5
development,a83d26f1c59740be,2400,evaluation,78,83,98,1,1,0.01000000,0.01000000,2.006193062698e-5,3.469486910035e-5,4.987728971173e-5
development,a83d26f1c59740be,2400,evaluation,79,84,97,0,1,0.02000000,-0.01000000,-5.655425411533e-5,-1.240676938323e-4,-2.723988145590e-4
development,a83d26f1c59740be,2400,evaluation,79,84,97,1,0,0.01000000,-0.02000000,-1.238596887561e-4,-2.696793526411e-4,-6.049268995412e-4
development,a83d26f1c59740be,2400,evaluation,80,85,96,0,1,0.02000000,-0.01000000,9.331914043287e-5,1.787574292393e-4,3.259877266828e-4
development,a83d26f1c59740be,2400,evaluation,80,85,96,1,0,0.01000000,-0.02000000,1.502515078755e-4,2.695775183383e-4,4.055959580000e-4
development,a83d26f1c59740be,2400,evaluation,81,86,95,0,1,-0.02000000,-0.01000000,-5.104889623908e-6,-1.336572040600e-5,-3.748138624360e-5
development,a83d26f1c59740be,2400,evaluation,81,86,95,1,0,-0.01000000,-0.02000000,2.882319131459e-5,4.572731631924e-5,4.398139935802e-5
development,a83d26f1c59740be,2400,evaluation,82,87,94,0,1,0.02000000,-0.01000000,1.364654599456e-4,2.690317633096e-4,5.168194766156e-4
development,a83d26f1c59740be,2400,evaluation,82,87,94,1,0,0.01000000,-0.00500000,6.868069613120e-5,1.364654599456e-4,2.690317633096e-4
development,a83d26f1c59740be,2400,evaluation,83,88,93,0,1,-0.02000000,0.00500000,-3.924531119992e-5,-1.022778451443e-4,-3.023476747330e-4
development,a83d26f1c59740be,2400,evaluation,83,88,93,1,0,-0.01000000,0.01000000,-3.059394657612e-5,-6.883218884468e-5,-1.682136207819e-4
development,a83d26f1c59740be,2400,evaluation,84,89,92,0,0,0.02000000,0.02000000,-6.045649570297e-5,-1.519042998552e-4,-4.263868031558e-4
development,a83d26f1c59740be,2400,evaluation,84,89,92,1,1,0.01000000,0.01000000,-2.633035182953e-5,-6.045649570297e-5,-1.519042998552e-4
development,a83d26f1c59740be,2400,evaluation,85,90,91,0,1,-0.02000000,-0.01000000,2.691745758057e-4,5.234374548309e-4,9.957788279280e-4
development,a83d26f1c59740be,2400,evaluation,85,90,91,1,0,-0.01000000,-0.02000000,2.520705165807e-4,4.887382383458e-4,9.240973740816e-4
development,a83d26f1c59740be,4200,development,1,96,94,0,0,0.02000000,-0.02000000,9.517744183540e-5,1.330847589998e-4,6.394833326340e-5
development,a83d26f1c59740be,4200,development,1,96,94,1,1,0.01000000,-0.01000000,5.520507693291e-5,9.517744183540e-5,1.330847589998e-4
development,a83d26f1c59740be,4200,development,2,97,93,0,0,-0.00500000,0.00500000,-2.533197402954e-7,-4.153698682785e-6,-2.728402614594e-5
development,a83d26f1c59740be,4200,development,2,97,93,1,1,-0.01000000,0.00000000,-2.913301250373e-5,-6.146480882308e-5,-1.321559102507e-4
development,a83d26f1c59740be,4200,development,3,98,92,0,0,-0.02000000,-0.02000000,-1.560362725286e-4,-3.364346921444e-4,-7.696312968619e-4
development,a83d26f1c59740be,4200,development,3,98,92,1,1,-0.01000000,-0.01000000,-7.499630009988e-5,-1.560362725286e-4,-3.364346921444e-4
development,a83d26f1c59740be,4200,development,4,99,91,0,0,-0.02000000,-0.02000000,1.578691153554e-4,2.861531975213e-4,4.642059502658e-4
development,a83d26f1c59740be,4200,development,4,99,91,1,1,-0.01000000,-0.01000000,8.274739229819e-5,1.578691153554e-4,2.861531975213e-4
development,a83d26f1c59740be,4200,development,5,100,90,0,1,-0.02000000,0.01000000,6.824359297752e-5,1.200263723149e-4,1.748936920194e-4
development,a83d26f1c59740be,4200,development,5,100,90,1,0,-0.01000000,0.02000000,-2.993519046868e-5,-7.403890049318e-5,-2.069212496281e-4
development,a83d26f1c59740be,4200,development,6,101,89,0,0,-0.02000000,-0.02000000,1.349424292130e-5,2.105285784637e-5,2.215926906501e-5
development,a83d26f1c59740be,4200,development,6,101,89,1,1,-0.01000000,-0.01000000,7.953494787216e-6,1.349424292130e-5,2.105285784637e-5
development,a83d26f1c59740be,4200,development,7,102,88,0,0,0.02000000,-0.02000000,1.570234744577e-4,2.432626934024e-4,2.029078750638e-4
development,a83d26f1c59740be,4200,development,7,102,88,1,1,0.01000000,-0.01000000,8.871903264662e-5,1.570234744577e-4,2.432626934024e-4
development,a83d26f1c59740be,4200,development,8,103,87,0,1,0.02000000,-0.01000000,1.736581325531e-4,3.170619311277e-4,5.209793453105e-4
development,a83d26f1c59740be,4200,development,8,103,87,1,0,0.01000000,-0.02000000,9.683271491667e-5,1.774604170350e-4,3.074581327382e-4
development,a83d26f1c59740be,4200,development,9,104,86,0,1,0.02000000,-0.01000000,-5.908682942390e-5,-1.181227489724e-4,-2.397211937932e-4
development,a83d26f1c59740be,4200,development,9,104,86,1,0,0.01000000,-0.02000000,-2.310300806130e-5,-4.647423702409e-5,-9.664396202425e-5
development,a83d26f1c59740be,4200,development,10,105,85,0,1,-0.02000000,0.01000000,2.824266812240e-5,5.624939876725e-5,1.118046566262e-4
development,a83d26f1c59740be,4200,development,10,105,85,1,0,-0.01000000,0.02000000,2.572933772171e-5,5.137051266502e-5,1.008932813420e-4
development,a83d26f1c59740be,4200,development,11,106,84,0,0,-0.02000000,0.02000000,-8.447716936644e-6,-2.038354614342e-5,-5.483503264259e-5
development,a83d26f1c59740be,4200,development,11,106,84,1,1,-0.01000000,0.01000000,-3.787378545894e-6,-8.447716936644e-6,-2.038354614342e-5
development,a83d26f1c59740be,4200,development,12,107,83,0,1,-0.02000000,0.01000000,-1.407650561305e-4,-2.909824252129e-4,-6.282602553256e-4
development,a83d26f1c59740be,4200,development,12,107,83,1,0,-0.01000000,0.02000000,-1.152368859039e-4,-2.372600138187e-4,-5.013098125346e-4
development,a83d26f1c59740be,4200,development,13,108,82,0,1,-0.02000000,0.01000000,-3.157307583024e-5,-6.711234891554e-5,-1.470049173804e-4
development,a83d26f1c59740be,4200,development,13,108,82,1,0,-0.01000000,0.02000000,-3.778561949730e-5,-7.871413981775e-5,-1.669215707807e-4
development,a83d26f1c59740be,4200,development,14,109,81,0,0,-0.02000000,0.02000000,2.131983637810e-5,4.090120273759e-5,7.782628381392e-5
development,a83d26f1c59740be,4200,development,14,109,81,1,1,-0.01000000,0.01000000,1.090764999390e-5,2.131983637810e-5,4.090120273759e-5
development,a83d26f1c59740be,4200,development,15,110,80,0,0,-0.02000000,-0.02000000,1.192217041535e-5,2.285093069077e-5,3.589068728616e-5
development,a83d26f1c59740be,4200,development,15,110,80,1,1,-0.01000000,-0.01000000,6.062289230613e-6,1.192217041535e-5,2.285093069077e-5
development,a83d26f1c59740be,4200,development,16,111,79,0,0,0.02000000,-0.02000000,-1.442929078621e-5,-3.211200237274e-5,-7.729604840279e-5
development,a83d26f1c59740be,4200,development,16,111,79,1,1,0.01000000,-0.01000000,-6.807347290305e-6,-1.442929078621e-5,-3.211200237274e-5
development,a83d26f1c59740be,4200,development,17,112,78,0,0,0.00000000,0.02000000,1.222019363922e-5,2.135833165084e-5,3.021210432053e-5
development,a83d26f1c59740be,4200,development,17,112,78,1,1,-0.02000000,0.01000000,6.516774647025e-6,1.222019363922e-5,2.135833165084e-5
development,a83d26f1c59740be,4200,development,18,113,77,0,1,0.00000000,0.01000000,-1.886487007141e-5,-3.839656710625e-5,-7.959579670569e-5
development,a83d26f1c59740be,4200,development,18,113,77,1,0,-0.02000000,0.02000000,-3.839656710625e-5,-7.959579670569e-5,-1.702892332105e-4
development,a83d26f1c59740be,4200,development,19,114,76,0,0,0.00000000,0.02000000,-9.561578053763e-7,-4.896273367194e-6,-2.164766192436e-5
development,a83d26f1c59740be,4200,development,19,114,76,1,1,-0.02000000,0.01000000,-1.216928211534e-7,-9.561578053763e-7,-4.896273367194e-6
development,a83d26f1c59740be,4200,development,20,115,75,0,1,0.00000000,0.01000000,1.464039087296e-6,9.089708328247e-7,-6.210058927536e-6
development,a83d26f1c59740be,4200,development,20,115,75,1,0,-0.02000000,0.02000000,9.089708328247e-7,-6.210058927536e-6,-4.424651342561e-5
development,a83d26f1c59740be,4200,development,21,116,74,0,0,0.00000000,0.02000000,6.660819053650e-5,1.321136951447e-4,2.599035797175e-4
development,a83d26f1c59740be,4200,development,21,116,74,1,1,-0.02000000,0.01000000,3.344689685036e-5,6.660819053650e-5,1.321136951447e-4
development,a83d26f1c59740be,4200,development,22,117,73,0,0,0.00000000,0.02000000,-2.704560756683e-6,-6.439785011025e-6,-1.683955451881e-5
