seed,global_commit,control_slot,matched,g3_stratum,g3_utility,g3_regret,control_utility,control_regret,regret_gap,initial_control_better,first_reversal_horizon,persistent_reversal,transient_reversal,no_reversal,horizon,g3_train_loss,control_train_loss,g3_vs_control_train_delta,g3_validation_loss,control_validation_loss,g3_control_parameter_distance,g3_vs_greedy_train_delta
77a19d3c4e280b51,4100,control_a,true,1,0.00024501,0.00093614,0.00024137,0.00093979,0.00000364,false,0,false,false,false,16,0.08681493,0.08727490,-0.00045997,0.10538050,0.10582679,0.04123103,0.00092913
77a19d3c4e280b51,4100,control_a,true,1,0.00024501,0.00093614,0.00024137,0.00093979,0.00000364,false,0,false,false,false,32,0.08697283,0.08816192,-0.00118908,0.10737588,0.10935823,0.09178775,-0.00038355
77a19d3c4e280b51,4100,control_a,true,1,0.00024501,0.00093614,0.00024137,0.00093979,0.00000364,false,0,false,false,false,64,0.08662780,0.08788777,-0.00125997,0.10924924,0.11130740,0.12509991,-0.00144932
77a19d3c4e280b51,4100,control_b,true,1,0.00024501,0.00093614,0.00024128,0.00093988,0.00000373,false,0,false,false,false,1,0.08978682,0.08979055,-0.00000373,0.11267016,0.11203741,0.03605549,0.00093614
77a19d3c4e280b51,4100,control_b,true,1,0.00024501,0.00093614,0.00024128,0.00093988,0.00000373,false,0,false,false,false,2,0.09127165,0.09101302,0.00025862,0.11539606,0.11450606,0.03605549,0.00120632
77a19d3c4e280b51,4100,control_b,true,1,0.00024501,0.00093614,0.00024128,0.00093988,0.00000373,false,0,false,false,false,4,0.09048604,0.09095911,-0.00047307,0.11420669,0.11482478,0.04123103,0.00149934
77a19d3c4e280b51,4100,control_b,true,1,0.00024501,0.00093614,0.00024128,0.00093988,0.00000373,false,0,false,false,false,8,0.08705843,0.08780593,-0.00074749,0.10298872,0.10383115,0.04123103,0.00033888
77a19d3c4e280b51,4100,control_b,true,1,0.00024501,0.00093614,0.00024128,0.00093988,0.00000373,false,0,false,false,false,16,0.08681493,0.08678645,0.00002848,0.10538050,0.10534345,0.06557436,0.00092913
77a19d3c4e280b51,4100,control_b,true,1,0.00024501,0.00093614,0.00024128,0.00093988,0.00000373,false,0,false,false,false,32,0.08697283,0.08724485,-0.00027201,0.10737588,0.10738498,0.09287082,-0.00038355
77a19d3c4e280b51,4100,control_b,true,1,0.00024501,0.00093614,0.00024128,0.00093988,0.00000373,false,0,false,false,false,64,0.08662780,0.09002537,-0.00339756,0.10924924,0.11644051,0.14439522,-0.00144932
77a19d3c4e280b51,4150,control_a,true,1,0.00008698,0.00014500,0.00009109,0.00014089,0.00000411,true,2,false,true,false,1,0.08653726,0.08653315,0.00000411,0.10644057,0.10621003,0.03464101,0.00014500
77a19d3c4e280b51,4150,control_a,true,1,0.00008698,0.00014500,0.00009109,0.00014089,0.00000411,true,2,false,true,false,2,0.08601374,0.08604550,-0.00003176,0.10540647,0.10521869,0.03464101,-0.00008428
77a19d3c4e280b51,4150,control_a,true,1,0.00008698,0.00014500,0.00009109,0.00014089,0.00000411,true,2,false,true,false,4,0.08577559,0.08562506,0.00015053,0.10555965,0.10552644,0.04499998,-0.00003083
77a19d3c4e280b51,4150,control_a,true,1,0.00008698,0.00014500,0.00009109,0.00014089,0.00000411,true,2,false,true,false,8,0.08533659,0.08531816,0.00001843,0.10563580,0.10539480,0.04609770,-0.00014728
77a19d3c4e280b51,4150,control_a,true,1,0.00008698,0.00014500,0.00009109,0.00014089,0.00000411,true,2,false,true,false,16,0.08946532,0.09158117,-0.00211585,0.11595067,0.12080383,0.07365455,-0.00085849
77a19d3c4e280b51,4150,control_a,true,1,0.00008698,0.00014500,0.00009109,0.00014089,0.00000411,true,2,false,true,false,32,0.09156568,0.09128097,0.00028470,0.12090024,0.12068834,0.11146744,0.00122780
77a19d3c4e280b51,4150,control_a,true,1,0.00008698,0.00014500,0.00009109,0.00014089,0.00000411,true,2,false,true,false,64,0.08970087,0.08740758,0.00229329,0.11589772,0.11147698,0.15740068,0.00187599
77a19d3c4e280b51,4150,control_b,true,1,0.00008698,0.00014500,0.00008024,0.00015175,0.00000674,false,0,false,false,false,1,0.08653726,0.08654401,-0.00000674,0.10644057,0.10641772,0.03999999,0.00014500
77a19d3c4e280b51,4150,control_b,true,1,0.00008698,0.00014500,0.00008024,0.00015175,0.00000674,false,0,false,false,false,2,0.08601374,0.08604886,-0.00003512,0.10540647,0.10541624,0.03999999,-0.00008428
77a19d3c4e280b51,4150,control_b,true,1,0.00008698,0.00014500,0.00008024,0.00015175,0.00000674,false,0,false,false,false,4,0.08577559,0.08568170,0.00009389,0.10555965,0.10577729,0.04924426,-0.00003083
77a19d3c4e280b51,4150,control_b,true,1,0.00008698,0.00014500,0.00008024,0.00015175,0.00000674,false,0,false,false,false,8,0.08533659,0.08539663,-0.00006004,0.10563580,0.10535157,0.04821823,-0.00014728
77a19d3c4e280b51,4150,control_b,true,1,0.00008698,0.00014500,0.00008024,0.00015175,0.00000674,false,0,false,false,false,16,0.08946532,0.09016448,-0.00069916,0.11595067,0.11708504,0.05958186,-0.00085849
77a19d3c4e280b51,4150,control_b,true,1,0.00008698,0.00014500,0.00008024,0.00015175,0.00000674,false,0,false,false,false,32,0.09156568,0.09038582,0.00117985,0.12090024,0.11837480,0.12835492,0.00122780
77a19d3c4e280b51,4150,control_b,true,1,0.00008698,0.00014500,0.00008024,0.00015175,0.00000674,false,0,false,false,false,64,0.08970087,0.08872107,0.00097980,0.11589772,0.11389047,0.16355419,0.00187599
77a19d3c4e280b51,4200,control_a,true,1,0.00004950,0.00119425,0.00004971,0.00119404,0.00000021,true,16,false,true,false,1,0.08650670,0.08650649,0.00000021,0.11021891,0.11021157,0.02999999,0.00119425
77a19d3c4e280b51,4200,control_a,true,1,0.00004950,0.00119425,0.00004971,0.00119404,0.00000021,true,16,false,true,false,2,0.08648151,0.08647904,0.00000247,0.11007953,0.11007136,0.02999999,0.00124327
77a19d3c4e280b51,4200,control_a,true,1,0.00004950,0.00119425,0.00004971,0.00119404,0.00000021,true,16,false,true,false,4,0.08623254,0.08620434,0.00002819,0.10974157,0.10982189,0.02999999,0.00132355
77a19d3c4e280b51,4200,control_a,true,1,0.00004950,0.00119425,0.00004971,0.00119404,0.00000021,true,16,false,true,false,8,0.09016954,0.08892753,0.00124201,0.11592639,0.11455146,0.04271999,0.00236141
77a19d3c4e280b51,4200,control_a,true,1,0.00004950,0.00119425,0.00004971,0.00119404,0.00000021,true,16,false,true,false,16,0.08797163,0.08804625,-0.00007463,0.11273190,0.11374573,0.06873859,0.00105005
77a19d3c4e280b51,4200,control_a,true,1,0.00004950,0.00119425,0.00004971,0.00119404,0.00000021,true,16,false,true,false,32,0.08249968,0.08293756,-0.00043789,0.10038409,0.10253318,0.08732119,0.00116146
77a19d3c4e280b51,4200,control_a,true,1,0.00004950,0.00119425,0.00004971,0.00119404,0.00000021,true,16,false,true,false,64,0.07751410,0.07694754,0.00056656,0.08655232,0.08677425,0.12932509,0.00084279
77a19d3c4e280b51,4200,control_b,true,1,0.00004950,0.00119425,0.00004821,0.00119555,0.00000130,false,0,false,false,false,1,0.08650670,0.08650800,-0.00000130,0.11021891,0.11026963,0.03162277,0.00119425
77a19d3c4e280b51,4200,control_b,true,1,0.00004950,0.00119425,0.00004821,0.00119555,0.00000130,false,0,false,false,false,2,0.08648151,0.08647814,0.00000338,0.11007953,0.11012272,0.03162277,0.00124327
77a19d3c4e280b51,4200,control_b,true,1,0.00004950,0.00119425,0.00004821,0.00119555,0.00000130,false,0,false,false,false,4,0.08623254,0.08620581,0.00002673,0.10974157,0.10987531,0.03162277,0.00132355
77a19d3c4e280b51,4200,control_b,true,1,0.00004950,0.00119425,0.00004821,0.00119555,0.00000130,false,0,false,false,false,8,0.09016954,0.08906279,0.00110675,0.11592639,0.11442801,0.05049751,0.00236141
77a19d3c4e280b51,4200,control_b,true,1,0.00004950,0.00119425,0.00004821,0.00119555,0.00000130,false,0,false,false,false,16,0.08797163,0.08786114,0.00011048,0.11273190,0.11243697,0.08276469,0.00105005
77a19d3c4e280b51,4200,control_b,true,1,0.00004950,0.00119425,0.00004821,0.00119555,0.00000130,false,0,false,false,false,32,0.08249968,0.08249614,0.00000353,0.10038409,0.10187791,0.10839736,0.00116146
77a19d3c4e280b51,4200,control_b,true,1,0.00004950,0.00119425,0.00004821,0.00119555,0.00000130,false,0,false,false,false,64,0.07751410,0.07683682,0.00067727,0.08655232,0.08563888,0.12864673,0.00084279
77a19d3c4e280b51,4250,control_a,true,1,0.00001146,0.00126986,0.00001661,0.00126471,0.00000515,true,8,false,true,false,1,0.07917428,0.07916913,0.00000515,0.08818229,0.08930550,0.03464100,0.00126986
77a19d3c4e280b51,4250,control_a,true,1,0.00001146,0.00126986,0.00001661,0.00126471,0.00000515,true,8,false,true,false,2,0.07906408,0.07891821,0.00014587,0.08819435,0.08910107,0.04690414,0.00107382
77a19d3c4e280b51,4250,control_a,true,1,0.00001146,0.00126986,0.00001661,0.00126471,0.00000515,true,8,false,true,false,4,0.07889026,0.07865534,0.00023492,0.08764887,0.08827827,0.04795829,0.00117277
77a19d3c4e280b51,4250,control_a,true,1,0.00001146,0.00126986,0.00001661,0.00126471,0.00000515,true,8,false,true,false,8,0.07669864,0.07681666,-0.00011802,0.08508769,0.08560014,0.04795829,0.00069967
77a19d3c4e280b51,4250,control_a,true,1,0.00001146,0.00126986,0.00001661,0.00126471,0.00000515,true,8,false,true,false,16,0.07640875,0.07639467,0.00001408,0.08479812,0.08719248,0.08746422,0.00080056
77a19d3c4e280b51,4250,control_a,true,1,0.00001146,0.00126986,0.00001661,0.00126471,0.00000515,true,8,false,true,false,32,0.07762674,0.07681247,0.00081427,0.08736614,0.08903559,0.13865419,0.00140537
77a19d3c4e280b51,4250,control_a,true,1,0.00001146,0.00126986,0.00001661,0.00126471,0.00000515,true,8,false,true,false,64,0.07470873,0.07589106,-0.00118233,0.08534410,0.08856671,0.18241428,0.00015110
77a19d3c4e280b51,4250,control_b,true,1,0.00001146,0.00126986,0.00001729,0.00126403,0.00000583,true,8,false,true,false,1,0.07917428,0.07916845,0.00000583,0.08818229,0.08930256,0.02999999,0.00126986
77a19d3c4e280b51,4250,control_b,true,1,0.00001146,0.00126986,0.00001729,0.00126403,0.00000583,true,8,false,true,false,2,0.07906408,0.07891753,0.00014655,0.08819435,0.08909815,0.04358897,0.00107382
77a19d3c4e280b51,4250,control_b,true,1,0.00001146,0.00126986,0.00001729,0.00126403,0.00000583,true,8,false,true,false,4,0.07889026,0.07865302,0.00023723,0.08764887,0.08827362,0.04472134,0.00117277
77a19d3c4e280b51,4250,control_b,true,1,0.00001146,0.00126986,0.00001729,0.00126403,0.00000583,true,8,false,true,false,8,0.07669864,0.07681584,-0.00011721,0.08508769,0.08559803,0.04472134,0.00069967
77a19d3c4e280b51,4250,control_b,true,1,0.00001146,0.00126986,0.00001729,0.00126403,0.00000583,true,8,false,true,false,16,0.07640875,0.07639437,0.00001438,0.08479812,0.08718965,0.08573209,0.00080056
77a19d3c4e280b51,4250,control_b,true,1,0.00001146,0.00126986,0.00001729,0.00126403,0.00000583,true,8,false,true,false,32,0.07762674,0.07681195,0.00081480,0.08736614,0.08903406,0.13756810,0.00140537
77a19d3c4e280b51,4250,control_b,true,1,0.00001146,0.00126986,0.00001729,0.00126403,0.00000583,true,8,false,true,false,64,0.07470873,0.07588833,-0.00117960,0.08534410,0.08856636,0.18159011,0.00015110
77a19d3c4e280b51,4300,control_a,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,1,0.07541569,0.07542188,-0.00000620,0.08693257,0.08672609,0.03464100,0.00029980
77a19d3c4e280b51,4300,control_a,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,2,0.07538117,0.07509787,0.00028331,0.08581968,0.08649693,0.04031125,0.00052243
77a19d3c4e280b51,4300,control_a,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,4,0.07513446,0.07499286,0.00014160,0.08525061,0.08527476,0.04924425,0.00028153
77a19d3c4e280b51,4300,control_a,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,8,0.07479524,0.07412223,0.00067301,0.08379867,0.08387282,0.07566369,0.00106197
77a19d3c4e280b51,4300,control_a,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,16,0.07539006,0.07604925,-0.00065919,0.08592361,0.08744836,0.09124139,0.00031864
77a19d3c4e280b51,4300,control_a,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,32,0.07865745,0.07914971,-0.00049226,0.09578919,0.09694073,0.10839736,0.00067334
77a19d3c4e280b51,4300,control_a,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,64,0.07300866,0.07431634,-0.00130767,0.08297097,0.08583979,0.13702184,0.00012676
77a19d3c4e280b51,4300,control_b,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,1,0.07541569,0.07542188,-0.00000620,0.08693257,0.08672609,0.03999998,0.00029980
77a19d3c4e280b51,4300,control_b,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,2,0.07538117,0.07509787,0.00028331,0.08581968,0.08649693,0.04499996,0.00052243
77a19d3c4e280b51,4300,control_b,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,4,0.07513446,0.07499286,0.00014160,0.08525061,0.08527476,0.05315070,0.00028153
77a19d3c4e280b51,4300,control_b,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,8,0.07479524,0.07412223,0.00067301,0.08379867,0.08387282,0.07826234,0.00106197
77a19d3c4e280b51,4300,control_b,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,16,0.07539006,0.07604925,-0.00065919,0.08592361,0.08744836,0.09340766,0.00031864
77a19d3c4e280b51,4300,control_b,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,32,0.07865745,0.07914971,-0.00049226,0.09578919,0.09694073,0.11022699,0.00067334
77a19d3c4e280b51,4300,control_b,true,1,0.00066309,0.00029980,0.00065690,0.00030600,0.00000620,false,0,false,false,false,64,0.07300866,0.07431634,-0.00130767,0.08297097,0.08583979,0.13847376,0.00012676
77a19d3c4e280b51,4350,control_a,true,2,-0.00041132,0.00064230,-0.00039605,0.00062703,0.00001527,true,4,false,true,false,1,0.07554907,0.07553381,0.00001527,0.08985093,0.08981895,0.00500000,0.00064230
77a19d3c4e280b51,4350,control_a,true,2,-0.00041132,0.00064230,-0.00039605,0.00062703,0.00001527,true,4,false,true,false,2,0.07575417,0.07573957,0.00001460,0.09001178,0.08997969,0.00500000,0.00072066
77a19d3c4e280b51,4350,control_a,true,2,-0.00041132,0.00064230,-0.00039605,0.00062703,0.00001527,true,4,false,true,false,4,0.07507376,0.07508861,-0.00001486,0.08776107,0.08776023,0.00500000,0.00054524
77a19d3c4e280b51,4350,control_a,true,2,-0.00041132,0.00064230,-0.00039605,0.00062703,0.00001527,true,4,false,true,false,8,0.07465509,0.07467201,-0.00001693,0.08744857,0.08743936,0.00500000,0.00047381
77a19d3c4e280b51,4350,control_a,true,2,-0.00041132,0.00064230,-0.00039605,0.00062703,0.00001527,true,4,false,true,false,16,0.07300628,0.07301513,-0.00000885,0.08422405,0.08421126,0.00500000,0.00067472
77a19d3c4e280b51,4350,control_a,true,2,-0.00041132,0.00064230,-0.00039605,0.00062703,0.00001527,true,4,false,true,false,32,0.07371388,0.07370716,0.00000672,0.08761963,0.08758650,0.00500000,0.00095089
77a19d3c4e280b51,4350,control_a,true,2,-0.00041132,0.00064230,-0.00039605,0.00062703,0.00001527,true,4,false,true,false,64,0.07047037,0.07074073,-0.00027036,0.07979846,0.07985261,0.05220152,0.00043667
77a19d3c4e280b51,4350,control_b,true,2,-0.00041132,0.00064230,-0.00039584,0.00062682,0.00001547,true,2,false,true,false,1,0.07554907,0.07553360,0.00001547,0.08985093,0.08926260,0.03499997,0.00064230
77a19d3c4e280b51,4350,control_b,true,2,-0.00041132,0.00064230,-0.00039584,0.00062682,0.00001547,true,2,false,true,false,2,0.07575417,0.07575665,-0.00000247,0.09001178,0.08942983,0.03499997,0.00072066
77a19d3c4e280b51,4350,control_b,true,2,-0.00041132,0.00064230,-0.00039584,0.00062682,0.00001547,true,2,false,true,false,4,0.07507376,0.07571059,-0.00063684,0.08776107,0.08785651,0.03499997,0.00054524
77a19d3c4e280b51,4350,control_b,true,2,-0.00041132,0.00064230,-0.00039584,0.00062682,0.00001547,true,2,false,true,false,8,0.07465509,0.07523294,-0.00057785,0.08744857,0.08767674,0.04271999,0.00047381
77a19d3c4e280b51,4350,control_b,true,2,-0.00041132,0.00064230,-0.00039584,0.00062682,0.00001547,true,2,false,true,false,16,0.07300628,0.07374445,-0.00073817,0.08422405,0.08612899,0.06344286,0.00067472
77a19d3c4e280b51,4350,control_b,true,2,-0.00041132,0.00064230,-0.00039584,0.00062682,0.00001547,true,2,false,true,false,32,0.07371388,0.07363742,0.00007646,0.08761963,0.08730370,0.10920158,0.00095089
77a19d3c4e280b51,4350,control_b,true,2,-0.00041132,0.00064230,-0.00039584,0.00062682,0.00001547,true,2,false,true,false,64,0.07047037,0.07073128,-0.00026091,0.07979846,0.07983697,0.14378797,0.00043667
77a19d3c4e280b51,4400,control_a,true,1,0.00001668,0.00044427,0.00001568,0.00044527,0.00000100,false,0,false,false,false,1,0.07126586,0.07126686,-0.00000100,0.08084581,0.08075469,0.03162277,0.00044427
77a19d3c4e280b51,4400,control_a,true,1,0.00001668,0.00044427,0.00001568,0.00044527,0.00000100,false,0,false,false,false,2,0.07142323,0.07123143,0.00019179,0.08097047,0.08081746,0.03872981,0.00060656
77a19d3c4e280b51,4400,control_a,true,1,0.00001668,0.00044427,0.00001568,0.00044527,0.00000100,false,0,false,false,false,4,0.07112615,0.07112031,0.00000583,0.08104036,0.08082338,0.04795829,0.00034280
77a19d3c4e280b51,4400,control_a,true,1,0.00001668,0.00044427,0.00001568,0.00044527,0.00000100,false,0,false,false,false,8,0.07168517,0.07101520,0.00066997,0.08123928,0.08035586,0.05385162,0.00042687
77a19d3c4e280b51,4400,control_a,true,1,0.00001668,0.00044427,0.00001568,0.00044527,0.00000100,false,0,false,false,false,16,0.07151538,0.07023218,0.00128320,0.08145838,0.07975446,0.09949869,0.00099748
77a19d3c4e280b51,4400,control_a,true,1,0.00001668,0.00044427,0.00001568,0.00044527,0.00000100,false,0,false,false,false,32,0.07648439,0.07516026,0.00132413,0.09942070,0.09480840,0.12727915,0.00140858
77a19d3c4e280b51,4400,control_a,true,1,0.00001668,0.00044427,0.00001568,0.00044527,0.00000100,false,0,false,false,false,64,0.06912499,0.06868965,0.00043534,0.07929426,0.07889879,0.14230245,0.00036828
77a19d3c4e280b51,4400,control_b,true,1,0.00001668,0.00044427,0.00001771,0.00044324,0.00000103,true,16,false,true,false,1,0.07126586,0.07126483,0.00000103,0.08084581,0.08075922,0.03605551,0.00044427
77a19d3c4e280b51,4400,control_b,true,1,0.00001668,0.00044427,0.00001771,0.00044324,0.00000103,true,16,false,true,false,2,0.07142323,0.07122830,0.00019493,0.08097047,0.08082038,0.04242638,0.00060656
77a19d3c4e280b51,4400,control_b,true,1,0.00001668,0.00044427,0.00001771,0.00044324,0.00000103,true,16,false,true,false,4,0.07112615,0.07091507,0.00021107,0.08104036,0.08087851,0.04242638,0.00034280
77a19d3c4e280b51,4400,control_b,true,1,0.00001668,0.00044427,0.00001771,0.00044324,0.00000103,true,16,false,true,false,8,0.07168517,0.07149673,0.00018845,0.08123928,0.08143482,0.05385163,0.00042687
77a19d3c4e280b51,4400,control_b,true,1,0.00001668,0.00044427,0.00001771,0.00044324,0.00000103,true,16,false,true,false,16,0.07151538,0.07189522,-0.00037984,0.08145838,0.08272494,0.08062255,0.00099748
77a19d3c4e280b51,4400,control_b,true,1,0.00001668,0.00044427,0.00001771,0.00044324,0.00000103,true,16,false,true,false,32,0.07648439,0.07606778,0.00041661,0.09942070,0.09880316,0.11747336,0.00140858
77a19d3c4e280b51,4400,control_b,true,1,0.00001668,0.00044427,0.00001771,0.00044324,0.00000103,true,16,false,true,false,64,0.06912499,0.06864620,0.00047879,0.07929426,0.07983489,0.15556343,0.00036828
77a19d3c4e280b51,4450,control_a,true,1,0.00078997,0.00007268,0.00079002,0.00007263,0.00000005,false,0,false,false,false,1,0.07305405,0.07305399,0.00000005,0.08716895,0.08817196,0.03605550,0.00007268
77a19d3c4e280b51,4450,control_a,true,1,0.00078997,0.00007268,0.00079002,0.00007263,0.00000005,false,0,false,false,false,2,0.07239315,0.07243495,-0.00004180,0.08595983,0.08595286,0.04582576,-0.00000144
77a19d3c4e280b51,4450,control_a,true,1,0.00078997,0.00007268,0.00079002,0.00007263,0.00000005,false,0,false,false,false,4,0.07224167,0.07314063,-0.00089896,0.08448774,0.08694094,0.05916078,-0.00092989
77a19d3c4e280b51,4450,control_a,true,1,0.00078997,0.00007268,0.00079002,0.00007263,0.00000005,false,0,false,false,false,8,0.07013569,0.07045444,-0.00031875,0.08014586,0.08044709,0.06633248,-0.00048611
77a19d3c4e280b51,4450,control_a,true,1,0.00078997,0.00007268,0.00079002,0.00007263,0.00000005,false,0,false,false,false,16,0.07044714,0.07071067,-0.00026353,0.08062966,0.08108967,0.09539387,-0.00035413
77a19d3c4e280b51,4450,control_a,true,1,0.00078997,0.00007268,0.00079002,0.00007263,0.00000005,false,0,false,false,false,32,0.06734283,0.06711899,0.00022383,0.07680676,0.07701016,0.12031206,-0.00005582
77a19d3c4e280b51,4450,control_a,true,1,0.00078997,0.00007268,0.00079002,0.00007263,0.00000005,false,0,false,false,false,64,0.06485215,0.06493355,-0.00008140,0.07320805,0.07362012,0.15953051,-0.00037538
77a19d3c4e280b51,4450,control_b,true,1,0.00078997,0.00007268,0.00081140,0.00005125,0.00002143,true,2,false,true,false,1,0.07305405,0.07303262,0.00002143,0.08716895,0.08810240,0.03999999,0.00007268
77a19d3c4e280b51,4450,control_b,true,1,0.00078997,0.00007268,0.00081140,0.00005125,0.00002143,true,2,false,true,false,2,0.07239315,0.07242172,-0.00002857,0.08595983,0.08589402,0.04898980,-0.00000144
77a19d3c4e280b51,4450,control_b,true,1,0.00078997,0.00007268,0.00081140,0.00005125,0.00002143,true,2,false,true,false,4,0.07224167,0.07309199,-0.00085032,0.08448774,0.08684648,0.06164413,-0.00092989
77a19d3c4e280b51,4450,control_b,true,1,0.00078997,0.00007268,0.00081140,0.00005125,0.00002143,true,2,false,true,false,8,0.07013569,0.07043495,-0.00029926,0.08014586,0.08040612,0.06855652,-0.00048611
77a19d3c4e280b51,4450,control_b,true,1,0.00078997,0.00007268,0.00081140,0.00005125,0.00002143,true,2,false,true,false,16,0.07044714,0.07024145,0.00020569,0.08062966,0.08036550,0.09192385,-0.00035413
77a19d3c4e280b51,4450,control_b,true,1,0.00078997,0.00007268,0.00081140,0.00005125,0.00002143,true,2,false,true,false,32,0.06734283,0.06687307,0.00046975,0.07680676,0.07637423,0.10392302,-0.00005582
77a19d3c4e280b51,4450,control_b,true,1,0.00078997,0.00007268,0.00081140,0.00005125,0.00002143,true,2,false,true,false,64,0.06485215,0.06436710,0.00048505,0.07320805,0.07280320,0.14603078,-0.00037538
77a19d3c4e280b51,4500,control_a,true,1,0.00002928,0.00013009,0.00002705,0.00013231,0.00000223,false,0,false,false,false,1,0.06568608,0.06568831,-0.00000223,0.07575390,0.07528884,0.02645751,0.00013009
77a19d3c4e280b51,4500,control_a,true,1,0.00002928,0.00013009,0.00002705,0.00013231,0.00000223,false,0,false,false,false,2,0.06644788,0.06553846,0.00090943,0.07704563,0.07563046,0.02645751,0.00102613
77a19d3c4e280b51,4500,control_a,true,1,0.00002928,0.00013009,0.00002705,0.00013231,0.00000223,false,0,false,false,false,4,0.06690963,0.06629301,0.00061662,0.07749238,0.07645863,0.04358897,0.00083607
77a19d3c4e280b51,4500,control_a,true,1,0.00002928,0.00013009,0.00002705,0.00013231,0.00000223,false,0,false,false,false,8,0.06666052,0.06635680,0.00030372,0.07717032,0.07675328,0.06480739,0.00045377
77a19d3c4e280b51,4500,control_a,true,1,0.00002928,0.00013009,0.00002705,0.00013231,0.00000223,false,0,false,false,false,16,0.06453491,0.06457227,-0.00003736,0.07281705,0.07376625,0.08689070,0.00011551
77a19d3c4e280b51,4500,control_a,true,1,0.00002928,0.00013009,0.00002705,0.00013231,0.00000223,false,0,false,false,false,32,0.06569512,0.06590903,-0.00021391,0.07534816,0.07413407,0.10136564,-0.00097953
77a19d3c4e280b51,4500,control_a,true,1,0.00002928,0.00013009,0.00002705,0.00013231,0.00000223,false,0,false,false,false,64,0.06093012,0.06196715,-0.00103702,0.07148714,0.07269666,0.14594515,0.00008828
77a19d3c4e280b51,4500,control_b,true,1,0.00002928,0.00013009,0.00003172,0.00012764,0.00000244,true,16,true,false,false,1,0.06568608,0.06568364,0.00000244,0.07575390,0.07530422,0.02645751,0.00013009
77a19d3c4e280b51,4500,control_b,true,1,0.00002928,0.00013009,0.00003172,0.00012764,0.00000244,true,16,true,false,false,2,0.06644788,0.06569234,0.00075555,0.07704563,0.07580965,0.02645751,0.00102613
77a19d3c4e280b51,4500,control_b,true,1,0.00002928,0.00013009,0.00003172,0.00012764,0.00000244,true,16,true,false,false,4,0.06690963,0.06637570,0.00053394,0.07749238,0.07657018,0.04358897,0.00083607
77a19d3c4e280b51,4500,control_b,true,1,0.00002928,0.00013009,0.00003172,0.00012764,0.00000244,true,16,true,false,false,8,0.06666052,0.06622826,0.00043226,0.07717032,0.07654749,0.05830950,0.00045377
77a19d3c4e280b51,4500,control_b,true,1,0.00002928,0.00013009,0.00003172,0.00012764,0.00000244,true,16,true,false,false,16,0.06453491,0.06465473,-0.00011982,0.07281705,0.07387535,0.08616839,0.00011551
77a19d3c4e280b51,4500,control_b,true,1,0.00002928,0.00013009,0.00003172,0.00012764,0.00000244,true,16,true,false,false,32,0.06569512,0.06662049,-0.00092537,0.07534816,0.07636086,0.08902243,-0.00097953
77a19d3c4e280b51,4500,control_b,true,1,0.00002928,0.00013009,0.00003172,0.00012764,0.00000244,true,16,true,false,false,64,0.06093012,0.06202565,-0.00109553,0.07148714,0.07275598,0.12267838,0.00008828
77a19d3c4e280b51,4550,control_a,true,2,-0.00002643,0.00046375,-0.00002823,0.00046555,0.00000180,false,0,false,false,false,1,0.06473369,0.06473549,-0.00000180,0.07541808,0.07545055,0.03162277,0.00046375
77a19d3c4e280b51,4550,control_a,true,2,-0.00002643,0.00046375,-0.00002823,0.00046555,0.00000180,false,0,false,false,false,2,0.06503022,0.06502888,0.00000133,0.07667894,0.07669798,0.03162277,0.00059064
77a19d3c4e280b51,4550,control_a,true,2,-0.00002643,0.00046375,-0.00002823,0.00046555,0.00000180,false,0,false,false,false,4,0.06384230,0.06388641,-0.00004411,0.07435588,0.07440839,0.03162277,0.00046512
77a19d3c4e280b51,4550,control_a,true,2,-0.00002643,0.00046375,-0.00002823,0.00046555,0.00000180,false,0,false,false,false,8,0.06314251,0.06316638,-0.00002387,0.07335328,0.07332165,0.05099019,0.00103095
77a19d3c4e280b51,4550,control_a,true,2,-0.00002643,0.00046375,-0.00002823,0.00046555,0.00000180,false,0,false,false,false,16,0.06075474,0.06100699,-0.00025226,0.07134556,0.07166811,0.06928202,0.00027806
77a19d3c4e280b51,4550,control_a,true,2,-0.00002643,0.00046375,-0.00002823,0.00046555,0.00000180,false,0,false,false,false,32,0.05971305,0.05977555,-0.00006250,0.06993452,0.06999598,0.07999998,0.00068210
